,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
12155,JIPAPAD,REGION VIII (Eastern Visayas),EASTERN SAMAR,6.0,1447.0,5.0,59.0,102.0,7.0,3.0,35.0,63.0,,1.0,,,2015
12168,LAWAAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,702.0,696.0,138.0,1143.0,54.0,178.0,17.0,14.0,8.0,1.0,70.0,,,2015
12181,LLORENTE,REGION VIII (Eastern Visayas),EASTERN SAMAR,639.0,700.0,905.0,2259.0,4.0,1.0,103.0,124.0,21.0,,12.0,,,2015
12194,MASLOG,REGION VIII (Eastern Visayas),EASTERN SAMAR,13.0,920.0,,1.0,11.0,,127.0,5.0,,,,,,2015
12207,MAYDOLONG,REGION VIII (Eastern Visayas),EASTERN SAMAR,904.0,1611.0,30.0,370.0,2.0,17.0,179.0,75.0,23.0,2.0,34.0,,,2015
12220,MERCEDES,REGION VIII (Eastern Visayas),EASTERN SAMAR,10.0,1130.0,105.0,231.0,2.0,42.0,,,3.0,1.0,6.0,,,2015
12233,ORAS,REGION VIII (Eastern Visayas),EASTERN SAMAR,611.0,1189.0,732.0,3737.0,1612.0,78.0,534.0,51.0,10.0,,64.0,,,2015
12246,QUINAPONDAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,826.0,1968.0,47.0,137.0,4.0,208.0,119.0,59.0,16.0,,4.0,,,2015
12259,SALCEDO,REGION VIII (Eastern Visayas),EASTERN SAMAR,898.0,1907.0,203.0,1236.0,41.0,254.0,354.0,155.0,121.0,16.0,26.0,,,2015
12272,SAN JULIAN,REGION VIII (Eastern Visayas),EASTERN SAMAR,735.0,1060.0,87.0,926.0,14.0,282.0,191.0,50.0,1.0,,23.0,,,2015
12285,SAN POLICARPO,REGION VIII (Eastern Visayas),EASTERN SAMAR,44.0,940.0,174.0,460.0,1454.0,11.0,4.0,175.0,,1.0,8.0,,,2015
12298,SULAT,REGION VIII (Eastern Visayas),EASTERN SAMAR,624.0,1035.0,276.0,1373.0,12.0,150.0,82.0,91.0,19.0,,15.0,,,2015
12311,TAFT,REGION VIII (Eastern Visayas),EASTERN SAMAR,930.0,1207.0,277.0,1721.0,3.0,27.0,179.0,8.0,10.0,3.0,23.0,,,2015
12324,ABUYOG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),806.0,3322.0,947.0,3260.0,153.0,2408.0,1779.0,499.0,9.0,50.0,275.0,,,2015
12337,ALANGALANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),582.0,861.0,734.0,7011.0,353.0,2633.0,267.0,174.0,10.0,2.0,139.0,2.0,,2015
12350,ALBUERA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2046.0,2998.0,1679.0,3273.0,122.0,199.0,157.0,72.0,380.0,29.0,112.0,,,2015
12363,BABATNGON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),380.0,2703.0,203.0,1643.0,186.0,658.0,278.0,3.0,15.0,13.0,24.0,2.0,,2015
12376,BARUGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1750.0,1868.0,206.0,1735.0,218.0,612.0,329.0,30.0,2.0,151.0,18.0,,,2015
12389,BATO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),984.0,2188.0,619.0,2181.0,288.0,518.0,803.0,216.0,766.0,84.0,36.0,8.0,,2015
12402,CITY OF BAYBAY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),11483.0,10367.0,373.0,1427.0,316.0,621.0,1196.0,58.0,106.0,179.0,51.0,3.0,,2015
12415,BURAUEN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5127.0,4676.0,415.0,1305.0,52.0,428.0,372.0,161.0,25.0,6.0,7.0,3.0,,2015
12428,CALUBIAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),259.0,1434.0,439.0,2248.0,262.0,2442.0,220.0,39.0,32.0,239.0,244.0,,,2015
12441,CAPOOCAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),729.0,4807.0,143.0,148.0,4.0,91.0,826.0,226.0,170.0,143.0,42.0,3.0,,2015
12454,CARIGARA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3354.0,3497.0,491.0,882.0,8.0,1787.0,941.0,216.0,86.0,3.0,38.0,,,2015
12467,DAGAMI,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1041.0,3481.0,384.0,1437.0,117.0,1425.0,206.0,282.0,55.0,4.0,,1.0,,2015
12480,DULAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),309.0,225.0,2524.0,7711.0,88.0,721.0,7.0,1.0,25.0,161.0,65.0,1.0,,2015
12493,HILONGOS,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2370.0,2705.0,1067.0,6733.0,192.0,415.0,232.0,77.0,388.0,3.0,203.0,9.0,,2015
12506,HINDANG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),755.0,1129.0,618.0,1582.0,158.0,144.0,436.0,20.0,136.0,7.0,9.0,,,2015
12519,INOPACAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2598.0,1189.0,194.0,412.0,5.0,26.0,284.0,66.0,128.0,,10.0,,,2015
12532,ISABEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),6643.0,2150.0,329.0,1290.0,25.0,184.0,362.0,9.0,104.0,3.0,79.0,23.0,,2015
12545,JARO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1735.0,2538.0,597.0,1699.0,83.0,864.0,1746.0,411.0,43.0,5.0,22.0,4.0,,2015
12558,JAVIER (BUGHO),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),515.0,2024.0,486.0,1981.0,250.0,525.0,176.0,13.0,31.0,3.0,18.0,2.0,,2015
12571,JULITA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),312.0,378.0,545.0,2295.0,17.0,264.0,12.0,2.0,10.0,2.0,3.0,,,2015
12584,KANANGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3754.0,5363.0,269.0,1482.0,63.0,1006.0,661.0,116.0,103.0,60.0,44.0,,,2015
12597,LA PAZ,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),804.0,1773.0,114.0,515.0,1329.0,248.0,117.0,53.0,16.0,3.0,8.0,,,2015
12610,LEYTE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),680.0,4483.0,320.0,2048.0,12.0,1297.0,30.0,89.0,21.0,89.0,32.0,,,2015
12623,MACARTHUR,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1017.0,1360.0,404.0,1840.0,81.0,138.0,183.0,36.0,17.0,20.0,13.0,,,2015
12636,MAHAPLAG,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1560.0,4164.0,58.0,149.0,7.0,159.0,47.0,6.0,51.0,32.0,5.0,,,2015
12649,MATAG-OB,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1640.0,1985.0,16.0,172.0,13.0,194.0,359.0,143.0,11.0,36.0,1.0,,,2015
12662,MATALOM,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1875.0,2316.0,142.0,1301.0,90.0,1065.0,573.0,155.0,2.0,13.0,1.0,4.0,,2015
12675,MAYORGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),61.0,406.0,506.0,2426.0,105.0,708.0,,2.0,,2.0,20.0,,,2015
12688,MERIDA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),3851.0,2167.0,71.0,804.0,174.0,536.0,128.0,74.0,16.0,92.0,9.0,1.0,,2015
12701,ORMOC CITY,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),23558.0,16566.0,571.0,3728.0,784.0,1340.0,1461.0,349.0,96.0,1154.0,275.0,24.0,,2015
12714,PALO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),5728.0,9009.0,129.0,123.0,4.0,549.0,28.0,,,34.0,74.0,52.0,,2015
12727,PALOMPON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),4218.0,3175.0,464.0,2823.0,687.0,841.0,1868.0,135.0,8.0,161.0,127.0,7.0,,2015
12740,PASTRANA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),576.0,2394.0,47.0,370.0,20.0,920.0,,,2.0,,2.0,,,2015
12753,SAN ISIDRO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),299.0,354.0,92.0,504.0,340.0,6075.0,,2.0,18.0,31.0,167.0,,,2015
12766,SAN MIGUEL,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),1045.0,851.0,70.0,1051.0,57.0,806.0,111.0,181.0,86.0,21.0,30.0,,,2015
12779,SANTA FE,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),145.0,2154.0,129.0,912.0,23.0,1293.0,22.0,43.0,1.0,3.0,16.0,,,2015
12792,TABANGO,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),520.0,2124.0,350.0,2233.0,571.0,2020.0,17.0,6.0,20.0,255.0,111.0,,,2015
12805,TABONTABON,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),286.0,1027.0,273.0,860.0,141.0,192.0,1.0,,,,,,,2015
12818,TANAUAN,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2226.0,5576.0,702.0,2930.0,91.0,1936.0,,2.0,,8.0,40.0,7.0,,2015
12831,TOLOSA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),357.0,223.0,563.0,2230.0,761.0,800.0,6.0,2.0,,1.0,119.0,11.0,,2015
12844,TUNGA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),654.0,268.0,205.0,369.0,19.0,55.0,20.0,1.0,,,6.0,,,2015
12857,VILLABA,REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),2210.0,4599.0,135.0,1789.0,283.0,1225.0,101.0,116.0,4.0,33.0,26.0,,,2015
12870,TACLOBAN CITY (Capital),REGION VIII (Eastern Visayas),LEYTE (excluding Tacloban City),17440.0,21727.0,699.0,2570.0,358.0,2398.0,258.0,279.0,42.0,3081.0,1573.0,26.0,,2015
12883,ALLEN,REGION VIII (Eastern Visayas),NORTHERN SAMAR,441.0,1786.0,585.0,1115.0,97.0,506.0,183.0,8.0,5.0,156.0,649.0,12.0,,2015
12896,BIRI,REGION VIII (Eastern Visayas),NORTHERN SAMAR,414.0,697.0,410.0,166.0,119.0,445.0,10.0,4.0,,,4.0,,,2015
12909,BOBON,REGION VIII (Eastern Visayas),NORTHERN SAMAR,803.0,1134.0,1324.0,1102.0,5.0,381.0,12.0,15.0,18.0,25.0,53.0,1.0,,2015
12922,CAPUL,REGION VIII (Eastern Visayas),NORTHERN SAMAR,114.0,677.0,473.0,947.0,5.0,120.0,160.0,1.0,3.0,,4.0,,,2015
12935,CATARMAN (Capital),REGION VIII (Eastern Visayas),NORTHERN SAMAR,1904.0,2966.0,3422.0,4482.0,2610.0,2113.0,339.0,234.0,71.0,312.0,631.0,7.0,,2015
12948,CATUBIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,154.0,3608.0,19.0,147.0,7.0,146.0,1797.0,113.0,20.0,312.0,116.0,75.0,,2015
12961,GAMAY,REGION VIII (Eastern Visayas),NORTHERN SAMAR,216.0,560.0,448.0,2443.0,145.0,40.0,741.0,126.0,90.0,444.0,10.0,,,2015
12974,LAOANG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,227.0,1873.0,879.0,3406.0,312.0,4704.0,392.0,45.0,54.0,10.0,380.0,1.0,,2015
12987,LAPINIG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,17.0,469.0,230.0,1645.0,5.0,23.0,93.0,,1.0,,,,,2015
13000,LAS NAVAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,414.0,3414.0,57.0,448.0,7.0,696.0,630.0,841.0,433.0,145.0,48.0,,,2015
13013,LAVEZARES,REGION VIII (Eastern Visayas),NORTHERN SAMAR,213.0,2409.0,466.0,1711.0,137.0,87.0,765.0,53.0,33.0,162.0,97.0,,,2015
13026,MAPANAS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,20.0,320.0,715.0,1116.0,,,596.0,14.0,2.0,,2.0,,,2015
13039,MONDRAGON,REGION VIII (Eastern Visayas),NORTHERN SAMAR,519.0,472.0,2088.0,1929.0,992.0,928.0,553.0,36.0,53.0,7.0,14.0,2.0,,2015
13052,PALAPAG,REGION VIII (Eastern Visayas),NORTHERN SAMAR,297.0,1276.0,245.0,207.0,3637.0,428.0,577.0,182.0,66.0,5.0,34.0,3.0,,2015
13065,PAMBUJAN,REGION VIII (Eastern Visayas),NORTHERN SAMAR,84.0,608.0,118.0,871.0,3411.0,229.0,108.0,618.0,27.0,2.0,30.0,9.0,,2015
13078,ROSARIO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,168.0,1023.0,163.0,296.0,9.0,392.0,2.0,1.0,1.0,18.0,7.0,,,2015
13091,SAN ANTONIO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,56.0,487.0,196.0,421.0,266.0,177.0,41.0,2.0,30.0,190.0,14.0,,,2015
13104,SAN ISIDRO,REGION VIII (Eastern Visayas),NORTHERN SAMAR,391.0,3841.0,353.0,775.0,115.0,34.0,42.0,53.0,3.0,10.0,49.0,,,2015
13117,SAN JOSE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,949.0,941.0,322.0,830.0,92.0,690.0,9.0,2.0,40.0,1.0,30.0,1.0,,2015
13130,SAN ROQUE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,265.0,962.0,1059.0,1704.0,630.0,422.0,32.0,1.0,14.0,1.0,16.0,,,2015
13143,SAN VICENTE,REGION VIII (Eastern Visayas),NORTHERN SAMAR,79.0,676.0,98.0,604.0,,72.0,33.0,,,80.0,2.0,,,2015
13156,SILVINO LOBOS,REGION VIII (Eastern Visayas),NORTHERN SAMAR,6.0,1274.0,1.0,65.0,10.0,7.0,951.0,353.0,67.0,1.0,,,,2015
13169,VICTORIA,REGION VIII (Eastern Visayas),NORTHERN SAMAR,360.0,1947.0,151.0,436.0,18.0,108.0,11.0,2.0,89.0,79.0,14.0,,,2015
13182,LOPE DE VEGA,REGION VIII (Eastern Visayas),NORTHERN SAMAR,73.0,1321.0,27.0,342.0,19.0,8.0,666.0,285.0,99.0,,7.0,,,2015
13195,ALMAGRO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),119.0,625.0,55.0,872.0,64.0,291.0,8.0,,29.0,38.0,,,,2015
13208,BASEY,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),1334.0,4526.0,303.0,3478.0,17.0,1909.0,516.0,25.0,400.0,25.0,115.0,,,2015
13221,CALBAYOG CITY,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),11437.0,18231.0,228.0,2519.0,61.0,1194.0,2967.0,510.0,747.0,406.0,111.0,,,2015
13234,CALBIGA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),1523.0,2271.0,94.0,247.0,3.0,462.0,91.0,345.0,66.0,23.0,35.0,,,2015
13247,CITY OF CATBALOGAN (Capital),REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),8600.0,5865.0,525.0,3101.0,333.0,1043.0,961.0,336.0,74.0,196.0,127.0,1.0,,2015
13260,DARAM,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),307.0,4948.0,120.0,2251.0,125.0,558.0,125.0,129.0,112.0,33.0,8.0,,,2015
13273,GANDARA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),358.0,4441.0,56.0,896.0,90.0,71.0,110.0,556.0,25.0,466.0,52.0,,,2015
13286,HINABANGAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),714.0,1319.0,37.0,9.0,187.0,10.0,264.0,68.0,179.0,,4.0,,,2015
13299,JIABONG,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),821.0,1801.0,94.0,745.0,7.0,7.0,207.0,158.0,4.0,21.0,31.0,,,2015
13312,MARABUT,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),203.0,3224.0,69.0,209.0,2.0,160.0,1.0,,91.0,16.0,5.0,,,2015
13325,MATUGUINAO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),180.0,991.0,1.0,1.0,,,157.0,156.0,37.0,,,,,2015
13338,MOTIONG,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),473.0,1986.0,19.0,477.0,10.0,30.0,4.0,42.0,1.0,,1.0,,,2015
13351,PINABACDAO,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),42.0,2031.0,97.0,617.0,96.0,560.0,53.0,2.0,63.0,192.0,16.0,,,2015
13364,SAN JOSE DE BUAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),183.0,960.0,2.0,12.0,2.0,,155.0,267.0,68.0,,,,,2015
13377,SAN SEBASTIAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),101.0,1194.0,2.0,28.0,4.0,154.0,43.0,,123.0,47.0,,,,2015
13390,SANTA MARGARITA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),422.0,3498.0,60.0,874.0,39.0,87.0,479.0,8.0,68.0,269.0,29.0,,,2015
13403,SANTA RITA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),76.0,2979.0,549.0,2478.0,36.0,2342.0,55.0,14.0,53.0,209.0,74.0,,,2015
13416,SANTO NI-O,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),131.0,2157.0,8.0,437.0,,4.0,2.0,1.0,2.0,,,,,2015
13429,TALALORA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),89.0,943.0,34.0,349.0,,250.0,,1.0,,10.0,,,,2015
13442,TARANGNAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),214.0,3221.0,115.0,1675.0,35.0,102.0,162.0,31.0,2.0,14.0,9.0,,,2015
13455,VILLAREAL,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),72.0,2439.0,241.0,1238.0,222.0,1288.0,139.0,15.0,181.0,6.0,145.0,,,2015
13468,PARANAS (WRIGHT),REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),1603.0,3484.0,79.0,347.0,14.0,11.0,129.0,244.0,282.0,153.0,3.0,,,2015
13481,ZUMARRAGA,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),23.0,863.0,15.0,1675.0,5.0,271.0,443.0,2.0,3.0,1.0,1.0,,,2015
13494,TAGAPUL-AN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),20.0,591.0,2.0,186.0,,357.0,794.0,1.0,2.0,,2.0,,,2015
13507,SAN JORGE,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),460.0,1393.0,94.0,906.0,33.0,19.0,366.0,97.0,107.0,1.0,10.0,,,2015
13520,PAGSANGHAN,REGION VIII (Eastern Visayas),SAMAR (WESTERN SAMAR),69.0,1317.0,17.0,260.0,50.0,7.0,,1.0,,99.0,4.0,,,2015
13533,ANAHAWAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1520.0,250.0,6.0,3.0,2.0,1.0,5.0,,,,1.0,,,2015
13546,BONTOC,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,3138.0,2087.0,91.0,900.0,63.0,124.0,147.0,11.0,17.0,,21.0,,,2015
13559,HINUNANGAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,5062.0,1384.0,101.0,107.0,28.0,121.0,110.0,8.0,7.0,,12.0,,,2015
13572,HINUNDAYAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2671.0,344.0,2.0,30.0,3.0,,1.0,,,1.0,2.0,,,2015
13585,LIBAGON,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2417.0,439.0,10.0,203.0,21.0,9.0,73.0,,2.0,,4.0,,,2015
13598,LILOAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,3474.0,1426.0,21.0,27.0,8.0,32.0,93.0,,2.0,1.0,6.0,,,2015
13611,CITY OF MAASIN (Capital),REGION VIII (Eastern Visayas),SOUTHERN LEYTE,8842.0,5146.0,572.0,2398.0,196.0,161.0,850.0,257.0,37.0,2.0,158.0,,,2015
13624,MACROHON,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,3812.0,1362.0,139.0,415.0,125.0,29.0,100.0,21.0,4.0,2.0,49.0,,,2015
13637,MALITBOG,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1879.0,1364.0,235.0,439.0,7.0,7.0,292.0,93.0,,1.0,12.0,,,2015
13650,PADRE BURGOS,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1131.0,735.0,32.0,322.0,2.0,5.0,62.0,29.0,5.0,,64.0,,,2015
13663,PINTUYAN,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1676.0,525.0,1.0,3.0,1.0,,4.0,3.0,5.0,,,,,2015
13676,SAINT BERNARD,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,5304.0,487.0,11.0,42.0,5.0,34.0,25.0,1.0,2.0,2.0,6.0,,,2015
13689,SAN FRANCISCO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2257.0,567.0,3.0,20.0,3.0,42.0,42.0,23.0,10.0,4.0,1.0,,,2015
13702,SAN JUAN (CABALIAN),REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2952.0,339.0,4.0,38.0,4.0,,2.0,,1.0,,16.0,,,2015
13715,SAN RICARDO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1599.0,574.0,4.0,17.0,1.0,3.0,,,5.0,,10.0,,,2015
13728,SILAGO,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,2599.0,465.0,14.0,9.0,1.0,3.0,5.0,2.0,3.0,,4.0,,,2015
13741,SOGOD,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,3816.0,3389.0,479.0,1446.0,11.0,36.0,597.0,50.0,20.0,3.0,107.0,,,2015
13754,TOMAS OPPUS,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,1350.0,1511.0,90.0,261.0,2.0,64.0,358.0,42.0,3.0,,10.0,,,2015
13767,LIMASAWA,REGION VIII (Eastern Visayas),SOUTHERN LEYTE,130.0,1.0,169.0,928.0,,2.0,127.0,8.0,,,1.0,,,2015
13780,DAPITAN CITY,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,5341.0,5261.0,603.0,1381.0,280.0,1669.0,2655.0,328.0,378.0,32.0,176.0,4.0,,2015
13793,DIPOLOG CITY (Capital),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,15885.0,4516.0,1867.0,4310.0,282.0,1413.0,510.0,98.0,8.0,534.0,551.0,9.0,,2015
13806,KATIPUNAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1051.0,1868.0,529.0,2179.0,257.0,561.0,1474.0,1700.0,76.0,37.0,71.0,,,2015
13819,LA LIBERTAD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,28.0,262.0,34.0,252.0,23.0,570.0,387.0,246.0,12.0,,57.0,,,2015
13832,LABASON,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,2762.0,2139.0,867.0,1720.0,536.0,443.0,364.0,205.0,8.0,9.0,130.0,3.0,,2015
13845,LILOY,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,4596.0,1954.0,283.0,1340.0,98.0,633.0,161.0,65.0,9.0,16.0,50.0,164.0,,2015
13858,MANUKAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1324.0,803.0,652.0,2188.0,120.0,1317.0,449.0,797.0,142.0,10.0,20.0,1.0,,2015
13871,MUTIA,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,854.0,1143.0,38.0,203.0,18.0,33.0,232.0,135.0,30.0,,,,,2015
13884,PI-AN (NEW PIÑAN),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,612.0,750.0,138.0,1173.0,582.0,453.0,524.0,368.0,10.0,9.0,11.0,2.0,,2015
13897,POLANCO,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,2610.0,1385.0,332.0,1946.0,566.0,1432.0,348.0,522.0,13.0,3.0,41.0,,,2015
13910,PRES. MANUEL A. ROXAS,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,868.0,1774.0,194.0,1169.0,157.0,2186.0,654.0,1295.0,103.0,,22.0,1.0,,2015
13923,RIZAL,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,757.0,868.0,154.0,472.0,17.0,379.0,794.0,66.0,4.0,,10.0,,,2015
13936,SALUG,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,636.0,1269.0,432.0,2896.0,337.0,871.0,437.0,239.0,96.0,,20.0,,,2015
13949,SERGIO OSMEÑA SR.,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1047.0,2301.0,41.0,246.0,46.0,257.0,884.0,1700.0,4.0,,3.0,,,2015
13962,SIAYAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,402.0,1453.0,171.0,1178.0,148.0,1891.0,543.0,1451.0,35.0,35.0,12.0,,,2015
13975,SIBUCO,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,859.0,2446.0,219.0,301.0,135.0,784.0,1047.0,1130.0,305.0,2.0,1.0,,,2015
13988,SIBUTAD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,450.0,2589.0,127.0,315.0,130.0,448.0,151.0,99.0,2.0,6.0,5.0,,,2015
14001,SINDANGAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,920.0,3517.0,1863.0,8599.0,470.0,1740.0,2026.0,1343.0,190.0,1272.0,468.0,1.0,,2015
14014,SIOCON,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,1993.0,2600.0,506.0,1210.0,206.0,2128.0,916.0,379.0,134.0,504.0,37.0,,,2015
14027,SIRAWAI,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,159.0,3345.0,86.0,922.0,136.0,403.0,33.0,186.0,520.0,20.0,44.0,,,2015
14040,TAMPILISAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,462.0,1178.0,201.0,842.0,168.0,1310.0,779.0,336.0,39.0,275.0,67.0,,,2015
14053,JOSE DALMAN (PONOT),REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,494.0,1110.0,116.0,1693.0,43.0,929.0,326.0,1068.0,301.0,,24.0,,,2015
14066,GUTALAC,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,215.0,1174.0,646.0,1982.0,45.0,2221.0,667.0,585.0,17.0,6.0,22.0,4.0,,2015
14079,BALIGUIAN,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,83.0,3014.0,92.0,560.0,53.0,408.0,694.0,77.0,178.0,1.0,16.0,,,2015
14092,GODOD,REGION IX (Zamboanga Peninsula),ZAMBOANGA DEL NORTE,392.0,1409.0,64.0,483.0,126.0,320.0,903.0,47.0,58.0,,,,,2015
