Region,Region code,Province,Province code,City_Municipality,City_Mun Code,Elementary_school,Secondary_school,Enrollment_Elementary_Male,Enrollment_Elementary_Female,Enrollment_Secondary_Male,Enrollment_Secondary_Female
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,City of Dapitan,PH097201000,50,10,6.760,6.153,3.077,2.958
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,City of Dipolog (Capital),PH097202000,38,10,9.752,9.135,5.166,5.434
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Godod,PH097225000,21,3,1.874,1.729,488,471
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Gutalac,PH097223000,34,6,3.875,3.468,1.234,1.305
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Jose Dalman (Ponot),PH097222000,21,3,2.854,2.563,1.032,1.125
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Kalawit,PH097227000,18,6,2.455,2.146,721,741
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Katipunan,PH097203000,44,8,4.027,3.602,1.835,1.865
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,La Libertad,PH097204000,10,1,675,581,227,242
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Labason,PH097205000,21,6,3.664,3.261,1.332,1.281
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Liloy,PH097206000,38,3,3.557,3.200,1.711,1.725
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Manukan,PH097207000,25,6,3.531,3.172,1.504,1.546
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Mutia,PH097208000,13,3,927,794,503,508
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Piñan (New Piñan),PH097209000,21,2,1.724,1.553,724,726
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Polanco,PH097210000,30,6,3.026,2.714,1.410,1.451
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Pres. Manuel A. Roxas,PH097211000,37,5,3.453,3.227,1.162,1.135
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Rizal,PH097212000,17,2,1.058,911,417,359
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Salug,PH097213000,22,5,2.889,2.516,1.174,1.296
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sergio Osmeña Sr.,PH097214000,38,5,2.970,2.695,1.014,1.076
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Siayan,PH097215000,32,4,4.177,3.794,867,962
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sibuco,PH097216000,30,5,3.897,3.554,1.107,1.240
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sibutad,PH097217000,15,3,1.435,1.295,516,535
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sindangan,PH097218000,58,8,9.499,8.670,3.208,3.509
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Siocon,PH097219000,30,5,3.855,3.813,1.647,1.775
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sirawai,PH097220000,14,3,2.273,2.164,899,966
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Tampilisan,PH097221000,21,5,2.283,2.097,1.045,1.031
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Aurora,PH097302000,41,8,4.326,4.060,1.791,1.771
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Bayog,PH097303000,32,5,2.886,2.749,1.114,1.140
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dimataling,PH097305000,25,8,2.632,2.415,1.300,1.216
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dinas,PH097306000,32,8,2.819,2.557,956,1.049
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dumalinao,PH097307000,29,8,2.890,2.567,1.371,1.334
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dumingag,PH097308000,52,5,4.611,4.161,1.626,1.742
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Guipos,PH097343000,20,4,1.841,1.624,864,902
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Josefina,PH097337000,14,3,784,698,486,525
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Kumalarang,PH097311000,22,5,2.667,2.505,1.019,1.144
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Labangan,PH097312000,25,6,3.575,3.308,749,800
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Lakewood,PH097333000,15,5,2.038,1.895,680,791
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Lapuyan,PH097313000,27,5,2.602,2.417,1.146,1.182
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Mahayag,PH097315000,34,6,3.738,3.539,1.492,1.563
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Margosatubig,PH097317000,19,4,2.957,2.839,1.021,1.002
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Midsalip,PH097318000,39,4,3.285,2.930,978,1.194
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Molave,PH097319000,28,3,4.060,3.816,1.908,2.170
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,City of Pagadian (Capital),PH097322000,63,20,14.614,13.485,6.559,7.125
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Pitogo,PH097338000,15,3,2.334,2.089,699,697
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Ramon Magsaysay (Liargo),PH097323000,26,3,2.329,2.058,821,742
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,San Miguel,PH097324000,18,3,1.700,1.496,469,485
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,San Pablo,PH097325000,28,7,2.402,2.130,966,960
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Sominot (Don Mariano Marcos),PH097340000,19,2,1.388,1.273,436,452
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tabina,PH097327000,21,6,2.266,2.057,1.008,1.166
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tambulig,PH097328000,34,4,2.749,2.475,884,890
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tigbao,PH097344000,20,4,1.830,1.741,824,840
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tukuran,PH097330000,26,6,3.521,3.324,1.745,1.822
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Vincenzo A. Sagun,PH097341000,14,4,1.641,1.555,822,821
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,City of Zamboanga,PH097332000,172,38,72.933,68.241,28.855,31.333
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Alicia,PH098301000,29,5,3.703,3.294,1.574,1.618
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Buug,PH098302000,28,5,3.425,3.148,1.072,1.044
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Diplahan,PH098303000,26,7,2.987,2.866,1.486,1.498
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Imelda,PH098304000,19,1,2.099,1.904,590,667
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Ipil (Capital),PH098305000,28,7,7.022,6.463,2.365,2.555
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Kabasalan,PH098306000,36,5,4.532,4.227,2.181,2.258
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Mabuhay,PH098307000,19,2,2.241,2.066,693,765
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Malangas,PH098308000,26,4,2.870,2.535,1.117,1.080
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Naga,PH098309000,26,7,3.901,3.583,1.544,1.527
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Olutanga,PH098310000,19,2,2.042,1.879,811,832
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Payao,PH098311000,31,6,3.066,2.776,1.547,1.503
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Roseller Lim,PH098312000,33,5,4.538,3.982,1.868,1.993
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Siay,PH098313000,30,5,3.862,3.423,1.628,1.620
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Talusan,PH098314000,14,3,1.460,1.349,505,544
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Titay,PH098315000,35,8,4.913,4.402,2.009,2.046
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Tungawan,PH098316000,29,6,4.569,3.994,1.916,2.033
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Lantapan,PH101310000,18,2,6.014,5.523,1.160,1.280
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Baungon,PH101301000,18,2,3.305,2.970,981,960
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Cabanglasan,PH101322000,26,3,3.297,2.955,1.031,1.006
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Malaybalay (Capital),PH101312000,68,18,15.334,13.843,6.739,7.011
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Valencia,PH101321000,56,11,17.527,15.747,4.799,5.172
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Damulog,PH101302000,29,2,2.885,2.602,749,864
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Dangcagan,PH101303000,14,2,2.426,2.213,755,883
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Don Carlos,PH101304000,30,7,5.941,5.542,2.213,2.363
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Impasug-Ong,PH101305000,29,5,4.890,4.522,1.485,1.762
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kadingilan,PH101306000,21,2,3.254,2.906,795,796
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kalilangan,PH101307000,24,3,3.875,3.567,1.388,1.518
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kibawe,PH101308000,26,1,3.859,3.545,424,432
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kitaotao,PH101309000,44,6,4.906,4.567,1.395,1.605
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Libona,PH101311000,22,2,3.641,3.248,1.340,1.387
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Malitbog,PH101313000,24,3,2.566,2.274,595,690
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Manolo Fortich,PH101314000,30,4,9.149,8.600,2.443,2.803
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Maramag,PH101315000,29,7,9.267,8.578,2.805,2.968
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Pangantucan,PH101316000,29,4,5.326,4.862,1.380,1.618
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Quezon,PH101317000,41,6,9.668,8.751,2.557,3.042
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,San Fernando,PH101318000,34,2,6.033,5.532,1.310,1.431
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Sumilao,PH101319000,12,3,2.891,2.610,637,658
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Talakag,PH101320000,38,3,7.543,6.933,1.196,1.394
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Catarman,PH101801000,12,4,1.437,1.288,771,658
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Guinsiliban,PH101802000,6,2,512,524,281,238
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mahinog,PH101803000,11,2,1.152,1.073,491,433
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mambajao (Capital),PH101804000,19,4,3.142,2.873,1.655,1.519
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Sagay,PH101805000,7,4,1.219,1.030,488,491
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Bacolod,PH103501000,14,3,1.770,1.589,699,615
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baloi,PH103502000,25,1,4.030,3.975,301,334
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baroy,PH103503000,13,2,1.726,1.634,1.595,1.582
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,City of Iligan,PH103504000,85,30,27.637,25.367,10.326,11.510
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kapatagan,PH103505000,29,6,4.786,4.503,2.291,2.226
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kauswagan,PH103507000,13,3,2.067,1.941,653,712
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kolambugan,PH103508000,12,2,1.963,1.887,734,866
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Lala,PH103509000,29,2,6.095,5.429,1.832,2.031
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Linamon,PH103510000,7,1,1.491,1.327,327,283
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Magsaysay,PH103511000,8,3,858,792,321,295
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Maigo,PH103512000,12,1,1.623,1.492,587,557
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Matungao,PH103513000,11,1,1.373,1.457,267,322
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Munai,PH103514000,13,1,1.382,1.385,112,190
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Nunungan,PH103515000,7,1,444,466,107,107
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantao Ragat,PH103516000,14,1,2.429,2.358,489,644
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantar,PH103523000,14,1,1.674,1.816,461,627
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Poona Piagapo,PH103517000,10,1,1.206,1.165,101,134
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Salvador,PH103518000,14,1,1.700,1.568,465,564
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sapad,PH103519000,14,1,1.693,1.743,323,323
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sultan Naga Dimaporo (Karomatan),PH103506000,31,3,4.946,4.745,1.205,1.569
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tagoloan,PH103520000,11,1,1.622,1.684,91,81
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tangcal,PH103521000,6,1,742,754,108,146
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tubod (Capital),PH103522000,25,5,3.797,3.507,1.163,1.105
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Aloran,PH104201000,33,3,1.944,1.757,1.053,1.014
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Baliangao,PH104202000,14,2,1.163,1.026,363,356
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Bonifacio,PH104203000,31,4,2.800,2.509,1.065,1.060
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Calamba,PH104204000,17,1,1.631,1.494,632,613
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Clarin,PH104205000,29,2,2.567,2.343,1.214,1.285
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Concepcion,PH104206000,15,1,357,304,107,124
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Don Victoriano Chiongbian  (Don Mariano Marcos),PH104217000,12,3,807,761,294,326
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Jimenez,PH104207000,20,3,1.798,1.642,571,604
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Lopez Jaena,PH104208000,28,2,1.992,1.789,455,459
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Oroquieta (Capital),PH104209000,44,11,4.849,4.477,3.099,3.028
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Ozamiz,PH104210000,49,14,9.781,8.747,4.438,4.431
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Panaon,PH104211000,13,1,721,615,81,71
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Plaridel,PH104212000,22,2,2.878,2.601,1.206,1.261
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sapang Dalaga,PH104213000,29,4,1.676,1.528,462,504
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sinacaban,PH104214000,20,2,1.404,1.232,560,551
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Tangub,PH104215000,55,13,5.372,4.891,2.732,2.788
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Tudela,PH104216000,30,2,2.246,1.934,630,626
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Alubijid,PH104301000,18,3,2.491,2.238,1.266,1.292
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingasag,PH104302000,32,6,6.317,5.717,2.390,2.157
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingoan,PH104303000,9,2,964,907,342,340
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Binuangan,PH104304000,8,2,635,525,273,266
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Cagayan De Oro (Capital),PH104305000,70,38,47.708,44.402,21.435,22.816
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of El Salvador,PH104307000,15,7,3.954,3.646,1.410,1.249
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Claveria,PH104306000,36,9,4.862,4.434,1.660,1.582
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Gingoog,PH104308000,74,22,11.693,10.440,4.264,4.469
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Gitagum,PH104309000,11,1,1.187,1.096,219,245
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Initao,PH104310000,17,4,3.031,2.710,1.006,1.035
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Jasaan,PH104311000,15,4,4.253,3.952,1.930,1.853
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Kinoguitan,PH104312000,11,3,1.242,1.133,499,439
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lagonglong,PH104313000,11,2,1.986,1.780,646,609
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Laguindingan,PH104314000,11,2,2.048,1.789,919,974
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Libertad,PH104315000,8,1,1.040,945,559,490
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lugait,PH104316000,7,1,1.527,1.412,710,741
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Magsaysay (Linugos),PH104317000,26,6,3.103,2.855,1.193,1.207
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Manticao,PH104318000,17,3,2.262,2.070,759,755
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Medina,PH104319000,21,3,2.891,2.600,1.492,1.517
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Naawan,PH104320000,12,2,1.986,1.657,754,750
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Opol,PH104321000,16,5,4.201,3.686,1.654,1.621
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Salay,PH104322000,15,5,2.315,2.164,1.211,1.182
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Sugbongcogon,PH104323000,9,2,854,846,443,427
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Tagoloan,PH104324000,10,4,5.682,5.213,2.568,2.726
