,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1463,Sultan Dumalondong,SULTAN DUMALONDONG,5.0,1.0,4.0,15.0,,1583.0,8.0,14.0,7.0,1.0,1.0,,,2015.0
1464,Sultan Kudarat,SULTAN KUDARAT (NULING),3036.0,3220.0,827.0,3970.0,186.0,2374.0,77.0,10.0,1025.0,461.0,125.0,341.0,,2015.0
1465,Sultan Mastura,SULTAN MASTURA,35.0,19.0,496.0,2177.0,156.0,862.0,11.0,1.0,80.0,10.0,16.0,1.0,,2015.0
1466,Sultan Naga Dimaporo,SULTAN NAGA DIMAPORO (KAROMATAN),1714.0,4383.0,649.0,2872.0,138.0,894.0,820.0,48.0,52.0,,46.0,,,2015.0
1467,Sultan Sa Barongis,SULTAN SA BARONGIS (LAMBAYONG),64.0,328.0,881.0,1297.0,684.0,182.0,41.0,16.0,,,31.0,4.0,,2015.0
1468,Sumilao,SUMILAO,2558.0,2038.0,20.0,37.0,3.0,197.0,674.0,91.0,5.0,6.0,9.0,,,2015.0
1469,Sumisip,SUMISIP,737.0,3187.0,328.0,720.0,163.0,1150.0,367.0,15.0,465.0,223.0,52.0,1.0,,2015.0
1470,Surallah,SURALLAH,7046.0,2164.0,2700.0,3383.0,1172.0,1009.0,2396.0,108.0,9.0,195.0,140.0,8.0,,2015.0
1471,Surigao,SURIGAO CITY (Capital),22951.0,7506.0,440.0,2596.0,360.0,185.0,1277.0,140.0,64.0,107.0,145.0,13.0,,2015.0
1472,Suyo,SUYO,234.0,6.0,15.0,11.0,264.0,7.0,1903.0,62.0,1.0,,2.0,,,2015.0
1473,Taal,TAAL,9607.0,1315.0,510.0,441.0,90.0,88.0,19.0,,14.0,19.0,180.0,10.0,,2015.0
1474,Tabaco,,,,,,,,,,,,,,,
1475,Tabango,TABANGO,520.0,2124.0,350.0,2233.0,571.0,2020.0,17.0,6.0,20.0,255.0,111.0,,,2015.0
1476,Tabina,TABINA,1603.0,2200.0,55.0,522.0,197.0,255.0,638.0,134.0,2.0,4.0,4.0,13.0,,2015.0
1477,Tabogon,TABOGON,4977.0,2743.0,16.0,1098.0,10.0,641.0,45.0,1.0,94.0,2.0,1.0,,,2015.0
1478,Tabontabon,TABONTABON,286.0,1027.0,273.0,860.0,141.0,192.0,1.0,,,,,,,2015.0
1479,Tabuan-Lasa,TABUAN-LASA,61.0,16.0,6.0,174.0,48.0,3273.0,,2.0,1.0,34.0,,,,2015.0
1480,Tabuelan,TABUELAN,3263.0,2597.0,3.0,64.0,126.0,37.0,64.0,,45.0,216.0,,,,2015.0
1481,Tabuk,CITY OF TABUK (Capital),5063.0,2291.0,4302.0,7595.0,77.0,89.0,2252.0,350.0,146.0,139.0,127.0,8.0,,2015.0
1482,Tacloban,TACLOBAN CITY (Capital),17440.0,21727.0,699.0,2570.0,358.0,2398.0,258.0,279.0,42.0,3081.0,1573.0,26.0,,2015.0
1483,Tacurong,CITY OF TACURONG,8110.0,1476.0,5787.0,4297.0,1462.0,271.0,57.0,1.0,11.0,6.0,325.0,11.0,,2015.0
1484,Tadian,TADIAN,,,7.0,47.0,,6.0,2342.0,1824.0,,,1.0,,,2015.0
1485,Taft,TAFT,930.0,1207.0,277.0,1721.0,3.0,27.0,179.0,8.0,10.0,3.0,23.0,,,2015.0
1486,Tagana-An,TAGANA-AN,1479.0,1949.0,22.0,68.0,5.0,62.0,43.0,22.0,27.0,88.0,14.0,,,2015.0
1487,Tagapul-An,TAGAPUL-AN,20.0,591.0,2.0,186.0,,357.0,794.0,1.0,2.0,,2.0,,,2015.0
1488,Tagaytay,TAGAYTAY CITY,13245.0,2080.0,21.0,260.0,35.0,55.0,53.0,2.0,9.0,235.0,97.0,3.0,,2015.0
1489,Tagbilaran,TAGBILARAN CITY (Capital),18348.0,2865.0,50.0,182.0,4.0,77.0,1.0,,1.0,53.0,276.0,6.0,,2015.0
1490,Tagbina,TAGBINA,3085.0,2617.0,92.0,967.0,82.0,284.0,524.0,40.0,651.0,13.0,13.0,,,2015.0
1491,Tagkawayan,TAGKAWAYAN,3127.0,1916.0,733.0,2103.0,39.0,2714.0,531.0,252.0,35.0,156.0,38.0,1.0,,2015.0
1492,Tago,TAGO,1264.0,1655.0,1103.0,2080.0,527.0,164.0,914.0,78.0,12.0,2.0,99.0,,,2015.0
1493,Tagoloan (LN),TAGOLOAN,37.0,607.0,393.0,147.0,391.0,243.0,523.0,13.0,310.0,101.0,3.0,,,2015.0
1494,Tagoloan (MO),TAGOLOAN,3874.0,5589.0,791.0,3066.0,118.0,883.0,133.0,104.0,43.0,1501.0,897.0,,,2015.0
1495,Tagoloan Ii,TAGOLOAN II,70.0,372.0,3.0,72.0,4.0,,94.0,1.0,860.0,,2.0,,,2015.0
1496,Tagudin,TAGUDIN,762.0,79.0,648.0,896.0,5566.0,201.0,141.0,106.0,5.0,1.0,239.0,,,2015.0
1497,Taguig,TAGUIG CITY,152313.0,31253.0,1247.0,1727.0,147.0,297.0,99.0,3.0,,7193.0,3814.0,163.0,,2015.0
1498,Tagum,CITY OF TAGUM (Capital),36877.0,6622.0,1283.0,2788.0,87.0,1820.0,1582.0,90.0,1966.0,1600.0,5274.0,,,2015.0
1499,Talacogon,TALACOGON,1772.0,1434.0,156.0,1292.0,72.0,817.0,266.0,391.0,1482.0,484.0,118.0,1.0,,2015.0
1500,Talaingod,TALAINGOD,563.0,227.0,29.0,644.0,16.0,20.0,1009.0,3440.0,187.0,1.0,6.0,,,2015.0
1501,Talakag,TALAKAG,1988.0,3283.0,110.0,369.0,21.0,950.0,3390.0,3845.0,127.0,30.0,60.0,1.0,,2015.0
1502,Talalora,TALALORA,89.0,943.0,34.0,349.0,,250.0,,1.0,,10.0,,,,2015.0
1503,Talavera,TALAVERA,8028.0,770.0,6920.0,3473.0,8726.0,13.0,14.0,1.0,,167.0,248.0,2.0,,2015.0
1504,Talayan,TALAYAN,207.0,587.0,1610.0,723.0,39.0,880.0,157.0,124.0,339.0,7.0,4.0,6.0,,2015.0
1505,Talibon,TALIBON,2712.0,471.0,350.0,938.0,241.0,7100.0,8.0,1.0,2112.0,17.0,382.0,3.0,,2015.0
1506,Talipao,TALIPAO,1562.0,3667.0,296.0,2620.0,512.0,930.0,853.0,5.0,1587.0,10.0,369.0,,,2015.0
1507,Talisay (BS),TALISAY,4105.0,1079.0,1908.0,2029.0,291.0,152.0,204.0,2.0,11.0,3.0,41.0,,,2015.0
1508,Talisay (CN),,,,,,,,,,,,,,,
1509,Talisay  (CU),CITY OF TALISAY,19085.0,11110.0,3964.0,11704.0,680.0,1220.0,853.0,13.0,11.0,128.0,2466.0,5.0,,2015.0
1510,Talisay (NO),CITY OF TALISAY,5941.0,1777.0,1663.0,7730.0,576.0,1560.0,1801.0,232.0,57.0,125.0,1633.0,12.0,,2015.0
1511,Talisayan,TALISAYAN,730.0,2598.0,188.0,1579.0,11.0,10.0,262.0,2.0,1.0,1.0,9.0,,,2015.0
1512,Talitay,TALITAY,192.0,104.0,187.0,855.0,45.0,475.0,17.0,1.0,14.0,534.0,1.0,,,2015.0
1513,Talugtug,TALUGTUG,1073.0,286.0,708.0,2226.0,1503.0,2.0,1.0,,1.0,,17.0,3.0,,2015.0
1514,Talusan,TALUSAN,918.0,1326.0,158.0,1512.0,148.0,984.0,102.0,6.0,8.0,6.0,20.0,3.0,,2015.0
1515,Tambulig,TAMBULIG,3461.0,2648.0,105.0,583.0,19.0,221.0,268.0,90.0,317.0,2.0,3.0,,,2015.0
1516,Tampakan,TAMPAKAN,2311.0,2218.0,1235.0,1606.0,643.0,83.0,911.0,388.0,20.0,1.0,27.0,1.0,,2015.0
1517,Tamparan,TAMPARAN,245.0,61.0,423.0,400.0,17.0,981.0,12.0,3.0,1529.0,1.0,40.0,75.0,,2015.0
1518,Tampilisan,TAMPILISAN,462.0,1178.0,201.0,842.0,168.0,1310.0,779.0,336.0,39.0,275.0,67.0,,,2015.0
1519,Tanauan (BS),CITY OF TANAUAN,33878.0,2903.0,472.0,525.0,79.0,85.0,108.0,3.0,10.0,21.0,75.0,80.0,,2015.0
1520,Tanauan (LE),TANAUAN,2226.0,5576.0,702.0,2930.0,91.0,1936.0,,2.0,,8.0,40.0,7.0,,2015.0
1521,Tanay,TANAY,14842.0,2852.0,1954.0,1446.0,90.0,375.0,2667.0,782.0,72.0,530.0,134.0,92.0,,2015.0
1522,Tandag,CITY OF TANDAG (Capital),6439.0,1167.0,1062.0,1815.0,269.0,371.0,578.0,30.0,139.0,2.0,136.0,35.0,,2015.0
1523,Tandubas,TANDUBAS,344.0,1551.0,6.0,7.0,9.0,2978.0,,1.0,2.0,8.0,,,,2015.0
1524,Tangalan,TANGALAN,69.0,461.0,916.0,2388.0,370.0,35.0,482.0,206.0,,,64.0,,,2015.0
1525,Tangcal,TANGCAL,57.0,1520.0,10.0,128.0,35.0,53.0,545.0,54.0,3.0,,,,,2015.0
1526,Tangub,TANGUB CITY,4632.0,2825.0,197.0,2194.0,759.0,334.0,1795.0,40.0,25.0,75.0,164.0,,,2015.0
1527,Tanjay,CITY OF TANJAY,8647.0,2736.0,724.0,3069.0,317.0,762.0,1972.0,609.0,,37.0,170.0,,,2015.0
1528,Tantangan,TANTANGAN,2412.0,2168.0,1510.0,2085.0,1539.0,334.0,139.0,30.0,8.0,95.0,74.0,2.0,,2015.0
1529,Tanudan,TANUDAN,6.0,22.0,6.0,10.0,,6.0,1435.0,19.0,64.0,,,,,2015.0
1530,Tanza,TANZA,28626.0,6815.0,4333.0,10990.0,46.0,763.0,19.0,2.0,11.0,15.0,2791.0,35.0,,2015.0
1531,Tapaz,TAPAZ,468.0,728.0,1704.0,2598.0,612.0,3828.0,524.0,860.0,589.0,1.0,267.0,,,2015.0
1532,Tapul,TAPUL,1.0,10.0,5.0,272.0,338.0,2137.0,35.0,3.0,246.0,102.0,7.0,1.0,,2015.0
1533,Taraka,TARAKA,22.0,2.0,214.0,2.0,5.0,739.0,1.0,,2446.0,,32.0,,,2015.0
1534,Tarangnan,TARANGNAN,214.0,3221.0,115.0,1675.0,35.0,102.0,162.0,31.0,2.0,14.0,9.0,,,2015.0
1535,Tarlac,CITY OF TARLAC (Capital),33105.0,1718.0,24026.0,10302.0,3326.0,229.0,37.0,,3.0,18.0,2715.0,67.0,,2015.0
1536,Tarragona,TARRAGONA,640.0,1944.0,90.0,757.0,73.0,63.0,1489.0,546.0,138.0,,23.0,2.0,,2015.0
1537,Tayabas,CITY OF TAYABAS,12113.0,5966.0,567.0,1177.0,261.0,920.0,1794.0,577.0,102.0,60.0,270.0,30.0,,2015.0
1538,Tayasan,TAYASAN,2188.0,905.0,54.0,458.0,56.0,696.0,2590.0,1654.0,,5.0,16.0,1.0,,2015.0
1539,Taysan,TAYSAN,5037.0,725.0,676.0,1240.0,15.0,140.0,627.0,11.0,16.0,9.0,15.0,1.0,,2015.0
1540,Taytay (PN),TAYTAY,2840.0,3618.0,1036.0,1057.0,138.0,6415.0,713.0,210.0,80.0,13.0,16.0,1.0,,2015.0
1541,Taytay (RL),TAYTAY,57424.0,10793.0,813.0,867.0,220.0,225.0,467.0,58.0,3.0,2020.0,836.0,109.0,,2015.0
1542,Tayug,TAYUG,2143.0,523.0,2154.0,1334.0,3622.0,20.0,71.0,1.0,,4.0,167.0,,,2015.0
1543,Tayum,TAYUM,952.0,450.0,144.0,840.0,174.0,82.0,486.0,3.0,5.0,,4.0,,,2015.0
1544,T'Boli,T'BOLI,3465.0,10117.0,232.0,2676.0,421.0,786.0,2758.0,279.0,664.0,10.0,29.0,4.0,,2015.0
1545,Teresa,TERESA,10029.0,1474.0,888.0,601.0,30.0,22.0,107.0,10.0,16.0,166.0,114.0,,,2015.0
1546,Ternate,TERNATE,252.0,1120.0,658.0,3157.0,9.0,124.0,26.0,9.0,4.0,8.0,305.0,1.0,,2015.0
1547,Tiaong,TIAONG,7419.0,1317.0,7910.0,5007.0,100.0,175.0,247.0,77.0,8.0,19.0,86.0,1.0,,2015.0
1548,Tibiao,TIBIAO,1026.0,1896.0,1224.0,1250.0,233.0,4.0,260.0,359.0,3.0,3.0,90.0,,,2015.0
1549,Tigaon,,,,,,,,,,,,,,,
1550,Tigbao,TIGBAO,645.0,1912.0,117.0,354.0,14.0,152.0,1199.0,22.0,173.0,5.0,7.0,1.0,,2015.0
1551,Tigbauan,TIGBAUAN,425.0,917.0,3688.0,4862.0,249.0,2332.0,216.0,14.0,10.0,43.0,603.0,,,2015.0
1552,Tinambac,,,,,,,,,,,,,,,
1553,Tineg,TINEG,2.0,,1.0,2.0,,,790.0,185.0,,,,,,2015.0
1554,Tinglayan,TINGLAYAN,67.0,11.0,2.0,,,,2162.0,31.0,,,,,,2015.0
1555,Tingloy,TINGLOY,1531.0,266.0,550.0,1380.0,495.0,78.0,7.0,,,,8.0,,,2015.0
1556,Tinoc,TINOC,270.0,267.0,25.0,14.0,11.0,,2831.0,172.0,16.0,,,1.0,,2015.0
1557,Tipo-Tipo,TIPO-TIPO,364.0,773.0,14.0,574.0,38.0,427.0,38.0,271.0,598.0,1.0,,51.0,,2015.0
1558,Titay,TITAY,590.0,3219.0,816.0,2660.0,154.0,2447.0,544.0,174.0,438.0,13.0,83.0,,,2015.0
1559,Tiwi,,,,,,,,,,,,,,,
1560,Tobias Fornier,TOBIAS FORNIER (DAO),1488.0,1458.0,1297.0,1162.0,166.0,177.0,838.0,216.0,47.0,12.0,7.0,,,2015.0
1561,Toboso,TOBOSO,852.0,2974.0,371.0,2476.0,207.0,1458.0,1022.0,64.0,138.0,9.0,174.0,,,2015.0
1562,Toledo,TOLEDO CITY,12682.0,5185.0,953.0,4926.0,1279.0,6789.0,5156.0,348.0,60.0,593.0,286.0,2.0,,2015.0
1563,Tolosa,TOLOSA,357.0,223.0,563.0,2230.0,761.0,800.0,6.0,2.0,,1.0,119.0,11.0,,2015.0
1564,Tomas Oppus,TOMAS OPPUS,1350.0,1511.0,90.0,261.0,2.0,64.0,358.0,42.0,3.0,,10.0,,,2015.0
1565,Tongkil,TONGKIL,26.0,34.0,260.0,1238.0,34.0,2285.0,,2.0,277.0,1.0,108.0,,,2015.0
1566,Torrijos,TORRIJOS,2390.0,3125.0,113.0,713.0,30.0,252.0,150.0,24.0,28.0,2.0,39.0,,,2015.0
1567,Trece Martires,TRECE MARTIRES CITY (Capital),29613.0,1851.0,844.0,1133.0,49.0,98.0,18.0,4.0,5.0,468.0,1051.0,59.0,,2015.0
1568,Trento,TRENTO,486.0,1213.0,713.0,2343.0,448.0,1737.0,759.0,734.0,205.0,2959.0,329.0,5.0,,2015.0
1569,Trinidad,TRINIDAD,160.0,321.0,83.0,48.0,11.0,5940.0,14.0,1.0,5.0,197.0,77.0,,,2015.0
1570,Tuao,TUAO,1766.0,296.0,7214.0,3677.0,452.0,137.0,4.0,1.0,,,10.0,,,2015.0
1571,Tuba,TUBA,5373.0,966.0,175.0,20.0,3.0,3.0,2352.0,1336.0,218.0,446.0,258.0,2.0,,2015.0
1572,Tubajon,TUBAJON,899.0,737.0,8.0,21.0,18.0,9.0,,,126.0,,27.0,,,2015.0
1573,Tubao,TUBAO,236.0,135.0,2148.0,2476.0,13.0,46.0,1238.0,26.0,2.0,2.0,95.0,24.0,,2015.0
1574,Tubaran,TUBARAN,81.0,9.0,14.0,295.0,84.0,3.0,650.0,6.0,1175.0,,,,,2015.0
1575,Tubay,,,,,,,,,,,,,,,
1576,Tubigon,TUBIGON,5832.0,1984.0,103.0,737.0,46.0,159.0,504.0,5.0,873.0,54.0,59.0,,,2015.0
1577,Tublay,TUBLAY,984.0,224.0,91.0,281.0,80.0,26.0,767.0,634.0,268.0,446.0,58.0,,,2015.0
1578,Tubo,TUBO,,,,,,,984.0,,,,,,,2015.0
1579,Tubod (LN),TUBOD (Capital),4484.0,2477.0,238.0,1240.0,281.0,1054.0,641.0,581.0,13.0,4.0,79.0,,,2015.0
1580,Tubod (SN),TUBOD,2556.0,234.0,7.0,9.0,2.0,19.0,405.0,7.0,1.0,2.0,1.0,,,2015.0
1581,Tubungan,TUBUNGAN,585.0,1223.0,991.0,245.0,200.0,309.0,1166.0,112.0,3.0,,14.0,,,2015.0
1582,Tuburan (BA),TUBURAN,27.0,219.0,438.0,1634.0,4.0,768.0,2.0,8.0,136.0,,2.0,1.0,,2015.0
1583,Tuburan (CU),TUBURAN,4665.0,2572.0,450.0,2821.0,606.0,2037.0,823.0,221.0,700.0,132.0,1.0,,,2015.0
1584,Tudela (CU),TUDELA,1325.0,757.0,28.0,465.0,7.0,122.0,41.0,1.0,,19.0,2.0,,,2015.0
1585,Tudela (MC),TUDELA,3669.0,1740.0,56.0,459.0,26.0,93.0,275.0,106.0,67.0,52.0,30.0,,,2015.0
1586,Tugaya,TUGAYA,184.0,1202.0,43.0,704.0,6.0,8.0,335.0,1.0,676.0,,1.0,,,2015.0
1587,Tuguegarao,TUGUEGARAO CITY (Capital),27603.0,1931.0,1814.0,910.0,75.0,752.0,6.0,,8.0,,425.0,,,2015.0
1588,Tukuran,TUKURAN,1244.0,2222.0,808.0,1986.0,469.0,568.0,596.0,245.0,2.0,210.0,139.0,9.0,,2015.0
1589,Tulunan,TULUNAN,1373.0,1917.0,4182.0,5215.0,222.0,308.0,170.0,7.0,43.0,,74.0,2.0,,2015.0
1590,Tumauini,TUMAUINI,3354.0,582.0,3801.0,7240.0,102.0,370.0,31.0,22.0,16.0,,18.0,5.0,,2015.0
1591,Tunga,TUNGA,654.0,268.0,205.0,369.0,19.0,55.0,20.0,1.0,,,6.0,,,2015.0
1592,Tungawan,TUNGAWAN,463.0,2837.0,392.0,2805.0,112.0,1951.0,460.0,170.0,133.0,83.0,81.0,,,2015.0
1593,Tupi,TUPI,3501.0,4576.0,1981.0,2629.0,337.0,290.0,2876.0,281.0,108.0,76.0,40.0,,,2015.0
1594,Turtle Islands,TURTLE ISLANDS,3.0,,1.0,20.0,2.0,753.0,1.0,1.0,,,1.0,,,2015.0
1595,Tuy,TUY,7423.0,1114.0,460.0,729.0,12.0,51.0,63.0,,192.0,8.0,11.0,10.0,,2015.0
1596,Ubay,UBAY,2405.0,1081.0,918.0,4100.0,486.0,7234.0,65.0,24.0,63.0,52.0,149.0,1.0,,2015.0
1597,Umingan,UMINGAN,2145.0,359.0,7735.0,6802.0,7.0,11.0,42.0,1.0,4.0,2.0,149.0,4.0,,2015.0
1598,Ungkaya Pukan,UNGKAYA PUKAN,506.0,1125.0,188.0,859.0,5.0,69.0,78.0,6.0,117.0,135.0,7.0,,,2015.0
1599,Unisan,UNISAN,125.0,610.0,235.0,1375.0,208.0,2080.0,900.0,35.0,157.0,300.0,265.0,,,2015.0
1600,Upi,UPI,1187.0,997.0,572.0,995.0,145.0,2187.0,3499.0,1232.0,97.0,13.0,18.0,1.0,,2015.0
1601,Urbiztondo,URBIZTONDO,1225.0,403.0,3779.0,4992.0,6.0,,1.0,,,59.0,153.0,,,2015.0
1602,Urdaneta,CITY OF URDANETA,8863.0,421.0,9489.0,10940.0,39.0,137.0,5.0,3.0,,43.0,342.0,12.0,,2015.0
1603,Uson,,,,,,,,,,,,,,,
1604,Uyugan,UYUGAN,355.0,3.0,,,,,,,,,,,,2015.0
1605,Valderrama,VALDERRAMA,709.0,1284.0,452.0,735.0,14.0,20.0,302.0,665.0,3.0,2.0,8.0,,,2015.0
1606,Valencia (BL),VALENCIA,3378.0,1410.0,141.0,451.0,20.0,8.0,129.0,,30.0,,20.0,,,2015.0
1607,Valencia (BK),CITY OF VALENCIA,20630.0,8288.0,3097.0,5888.0,606.0,1299.0,3295.0,615.0,22.0,190.0,207.0,,,2015.0
1608,Valencia (NR),VALENCIA (LUZURRIAGA),7242.0,369.0,10.0,26.0,14.0,15.0,109.0,153.0,,1.0,50.0,1.0,,2015.0
1609,Valenzuela,CITY OF VALENZUELA,111294.0,31136.0,2056.0,3234.0,33.0,309.0,,,,2352.0,2582.0,45.0,,2015.0
1610,Valladolid,VALLADOLID,1721.0,1206.0,517.0,4036.0,823.0,83.0,1.0,,,25.0,466.0,9.0,,2015.0
1611,Vallehermoso,VALLEHERMOSO,1241.0,1259.0,143.0,1324.0,241.0,1507.0,2155.0,479.0,2.0,131.0,84.0,5.0,,2015.0
1612,Veruela,VERUELA,717.0,2839.0,344.0,459.0,53.0,2104.0,895.0,17.0,1913.0,2.0,52.0,,,2015.0
1613,Victoria (LA),VICTORIA,4857.0,1316.0,3170.0,1302.0,6.0,7.0,2.0,,,1.0,160.0,1.0,,2015.0
1614,Victoria (NS),VICTORIA,360.0,1947.0,151.0,436.0,18.0,108.0,11.0,2.0,89.0,79.0,14.0,,,2015.0
1615,Victoria (OR),VICTORIA,1472.0,1255.0,3624.0,2826.0,519.0,20.0,680.0,193.0,16.0,11.0,10.0,582.0,,2015.0
1616,Victoria (TC),VICTORIA,1912.0,446.0,5296.0,7275.0,110.0,1.0,2.0,2.0,,2.0,146.0,,,2015.0
1617,Victorias,CITY OF VICTORIAS,7772.0,2057.0,676.0,6787.0,221.0,867.0,362.0,264.0,3.0,135.0,406.0,6.0,,2015.0
1618,Viga,,,,,,,,,,,,,,,
1619,Vigan,CITY OF VIGAN (Capital),4733.0,389.0,2248.0,784.0,3278.0,90.0,5.0,,,64.0,258.0,11.0,,2015.0
1620,Villaba,VILLABA,2210.0,4599.0,135.0,1789.0,283.0,1225.0,101.0,116.0,4.0,33.0,26.0,,,2015.0
1621,Villanueva,VILLANUEVA,4398.0,3040.0,83.0,467.0,51.0,198.0,162.0,90.0,4.0,66.0,180.0,,,2015.0
1622,Villareal,VILLAREAL,72.0,2439.0,241.0,1238.0,222.0,1288.0,139.0,15.0,181.0,6.0,145.0,,,2015.0
1623,Villasis,VILLASIS,5001.0,465.0,3017.0,5888.0,117.0,,2.0,8.0,,29.0,93.0,11.0,,2015.0
1624,Villaverde,VILLAVERDE,113.0,76.0,280.0,288.0,2856.0,2.0,707.0,100.0,,2.0,16.0,12.0,,2015.0
1625,Villaviciosa,VILLAVICIOSA,30.0,1.0,14.0,97.0,46.0,,770.0,128.0,1.0,,,,,2015.0
1626,Vincenzo A Sagun,VINCENZO A. SAGUN,2314.0,1465.0,3.0,8.0,1.0,1079.0,162.0,23.0,2.0,,4.0,,,2015.0
1627,Vintar,VINTAR,4279.0,341.0,1176.0,921.0,108.0,438.0,896.0,1.0,,1.0,17.0,1.0,,2015.0
1628,Vinzons,,,,,,,,,,,,,,,
1629,Virac,,,,,,,,,,,,,,,
1630,Wao,WAO,4537.0,2203.0,349.0,338.0,140.0,743.0,590.0,42.0,9.0,,2.0,84.0,,2015.0
1631,Zamboanga,ZAMBOANGA CITY,83811.0,47932.0,5018.0,14045.0,1419.0,14196.0,4591.0,443.0,1456.0,13796.0,3672.0,189.0,,2015.0
1632,Zamboanguita,ZAMBOANGUITA,2774.0,952.0,563.0,1385.0,8.0,673.0,104.0,22.0,,83.0,40.0,3.0,,2015.0
1633,Zaragoza,ZARAGOZA,5427.0,572.0,2574.0,2791.0,302.0,,3.0,1.0,,,48.0,5.0,,2015.0
1634,Zarraga,ZARRAGA,1676.0,358.0,910.0,1885.0,56.0,87.0,1.0,2.0,6.0,327.0,545.0,,,2015.0
1635,Zumarraga,ZUMARRAGA,23.0,863.0,15.0,1675.0,5.0,271.0,443.0,2.0,3.0,1.0,1.0,,,2015.0
