,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
2990,Siaton,45.9,6.5,41.0,50.8,2012
2991,Siay,37.8,7.1,33.4,42.2,2012
2992,Siayan,70.5,4.7,65.1,76.0,2012
2993,Sibagat,47.8,7.2,42.1,53.4,2012
2994,Sibalom,21.2,10.9,17.4,25.0,2012
2995,Sibonga,25.7,9.5,21.7,29.7,2012
2996,Sibuco,67.2,5.4,61.2,73.2,2012
2997,Sibulan,14.7,13.6,11.4,18.0,2012
2998,Sibunag,28.4,12.5,22.6,34.2,2012
2999,Sibutad,40.0,9.3,33.9,46.1,2012
3000,Sibutu,31.5,19.2,21.5,41.5,2012
3001,Sierra Bullones,35.1,9.4,29.6,40.5,2012
3002,Sigay,22.9,26.7,12.9,33.0,2012
3003,Sigma,28.2,11.7,22.8,33.6,2012
3004,Sikatuna,29.0,13.0,22.8,35.2,2012
3005,Silago,31.1,13.1,24.4,37.8,2012
3006,Silang,5.5,14.7,4.2,6.9,2012
3007,Silay,14.0,21.3,9.1,18.8,2012
3008,Silvino Lobos,71.6,4.7,66.0,77.2,2012
3009,Simunul,42.5,16.2,31.1,53.8,2012
3010,Sinacaban,38.3,11.4,31.2,45.5,2012
3011,Sinait,20.0,11.7,16.2,23.8,2012
3012,Sindangan,46.9,5.1,43.0,50.9,2012
3013,Siniloan,11.0,18.5,7.7,14.4,2012
3014,Siocon,49.2,6.3,44.2,54.3,2012
3015,Sipalay,29.1,15.8,21.6,36.7,2012
3016,Sipocot,33.6,6.0,30.3,37.0,2012
3017,Siquijor,18.6,10.6,15.4,21.8,2012
3018,Sirawai,41.5,10.7,34.2,48.8,2012
3019,Siruma,58.1,6.0,52.4,63.8,2012
3020,Sison (PS),7.9,20.1,5.3,10.5,2012
3021,Sison (SN),45.0,10.2,37.4,52.6,2012
3022,Sitangkai,23.8,21.6,15.3,32.2,2012
3023,Socorro (OR),15.4,11.7,12.4,18.3,2012
3024,Socorro (SN),58.7,10.7,48.4,69.1,2012
3025,Sofronio Espanola,32.9,11.9,26.5,39.4,2012
3026,Sogod (CU),33.4,9.3,28.3,38.5,2012
3027,Sogod (SL),39.1,6.2,35.1,43.1,2012
3028,Solana,22.7,8.5,19.5,25.9,2012
3029,Solano,9.5,16.6,6.9,12.1,2012
3030,Solsona,13.7,16.2,10.1,17.4,2012
3031,Sominot,50.4,8.2,43.6,57.2,2012
3032,Sorsogon,19.5,7.8,17.0,22.0,2012
3033,South Ubian,27.9,22.2,17.8,38.1,2012
3034,South Upi,68.7,12.6,54.5,82.9,2012
3035,Santa,12.6,16.9,9.1,16.2,2012
3036,Santa Ana (CG),20.6,12.3,16.5,24.8,2012
3037,Santa Ana (PA),6.1,19.5,4.1,8.1,2012
3038,Santa Barbara (IO),13.1,13.5,10.2,16.1,2012
3039,Santa Barbara (PS),12.3,15.5,9.2,15.5,2012
3040,Santa Catalina (IS),16.7,20.2,11.1,22.3,2012
3041,Santa Catalina (NR),43.1,7.5,37.8,48.3,2012
3042,Santa Cruz (DS),28.6,13.4,22.3,34.9,2012
3043,Santa Cruz (IS),21.2,11.1,17.3,25.0,2012
3044,Santa Cruz (LA),5.3,25.1,3.1,7.4,2012
3045,Santa Cruz (ME),12.7,12.9,10.0,15.3,2012
3046,Santa Cruz (OM),35.2,12.6,27.9,42.5,2012
3047,Santa Cruz (ZA),18.9,8.4,16.3,21.5,2012
3048,Santa Elena,30.4,14.3,23.2,37.5,2012
3049,Santa Fe (CU),39.8,9.5,33.6,46.0,2012
3050,Santa Fe (LE),43.9,6.8,39.0,48.8,2012
3051,Santa Fe (NV),23.7,13.4,18.4,28.9,2012
3052,Santa Fe (RN),37.0,11.1,30.2,43.7,2012
3053,Santa Ignacia,12.7,11.4,10.3,15.1,2012
3054,Santa Josefa,36.0,10.3,29.9,42.1,2012
3055,Santa Lucia,21.9,9.8,18.4,25.4,2012
3056,Santa Magdalena,35.5,10.5,29.4,41.7,2012
3057,Santa Marcela,32.6,17.7,23.1,42.2,2012
3058,Santa Margarita,33.1,9.7,27.9,38.4,2012
3059,Santa Maria (BU),4.1,19.0,2.8,5.4,2012
3060,Santa Maria (DS),50.7,9.8,42.5,58.9,2012
3061,Santa Maria (IS),18.5,10.2,15.4,21.6,2012
3062,Santa Maria (IA),31.3,10.3,26.0,36.6,2012
3063,Santa Maria (LA),20.6,16.8,14.9,26.2,2012
3064,Santa Maria (PS),16.6,17.9,11.7,21.5,2012
3065,Santa Maria (Imelda),26.7,20.3,17.8,35.7,2012
3066,Santa Monica,36.1,9.1,30.7,41.5,2012
3067,Santander,27.9,11.6,22.6,33.3,2012
3068,Santa Praxedes,17.5,19.5,11.9,23.1,2012
3069,Santa Rita (PA),4.9,28.1,2.6,7.2,2012
3070,Santa Rita (WS),48.2,7.0,42.6,53.7,2012
3071,Santa Rosa (LA),1.9,36.1,0.8,3.0,2012
3072,Santa Rosa (NE),15.6,9.7,13.1,18.1,2012
3073,Santa Teresita (BS),6.0,29.9,3.1,9.0,2012
3074,Santa Teresita (CG),16.2,12.3,12.9,19.4,2012
3075,Santo Domingo (AY),25.5,10.3,21.1,29.8,2012
3076,Santo Domingo (IS),21.1,10.4,17.4,24.7,2012
3077,Santo Domingo (NE),18.7,10.1,15.6,21.8,2012
3078,Santol,20.6,18.4,14.4,26.9,2012
3079,Santo Nino (CG),22.1,11.3,18.0,26.2,2012
3080,Santo Nino (WS),40.0,10.0,33.4,46.6,2012
3081,Santo Nino (SC),28.0,18.0,19.7,36.2,2012
3082,Santo Tomas (BS),5.4,21.4,3.5,7.3,2012
3083,Santo Tomas (DN),21.7,15.5,16.2,27.3,2012
3084,Santo Tomas (IA),23.4,10.0,19.5,27.2,2012
3085,Santo Tomas (LU),12.3,15.3,9.2,15.4,2012
3086,Santo Tomas (PA),2.6,43.5,0.7,4.5,2012
3087,Santo Tomas (PS),13.0,24.3,7.8,18.2,2012
3088,Sual,11.8,17.8,8.3,15.3,2012
3089,Subic,11.7,14.4,8.9,14.5,2012
3090,Sudipen,14.7,15.3,11.0,18.4,2012
3091,Sugbongcogon,40.6,17.2,29.1,52.1,2012
3092,Sugpon,42.4,15.5,31.6,53.2,2012
3093,Sulat,36.5,8.7,31.3,41.7,2012
3094,Sulop,37.1,8.5,31.9,42.3,2012
3095,Sultan Dumalondong,73.0,8.0,63.4,82.6,2012
3096,Sultan Kudarat,54.7,12.3,43.6,65.7,2012
3097,Sultan Mastura,62.8,14.8,47.5,78.2,2012
3098,Sultan Naga Dimaporo,64.0,6.0,57.7,70.3,2012
3099,Sultan Sa Barongis,66.5,13.1,52.2,80.8,2012
3100,Sumilao,45.1,15.9,33.3,56.9,2012
3101,Sumisip,52.8,11.8,42.5,63.1,2012
3102,Surallah,32.0,11.9,25.7,38.3,2012
3103,Surigao,21.5,9.3,18.2,24.8,2012
3104,Suyo,24.7,18.7,17.1,32.3,2012
3105,Taal,7.0,19.5,4.7,9.2,2012
3106,Tabaco,23.8,7.4,20.9,26.7,2012
3107,Tabango,46.3,8.3,40.0,52.6,2012
3108,Tabina,32.3,11.3,26.4,38.3,2012
3109,Tabogon,34.8,9.0,29.6,39.9,2012
3110,Tabontabon,45.4,7.8,39.6,51.3,2012
3111,Tabuan-Lasa,51.6,14.7,39.1,64.1,2012
3112,Tabuelan,33.4,11.7,27.0,39.9,2012
3113,Tabuk,8.8,21.3,5.7,11.9,2012
3114,Tacloban,9.8,16.1,7.2,12.3,2012
3115,Tacurong,22.2,14.4,16.9,27.4,2012
3116,Tadian,21.6,17.4,15.4,27.8,2012
3117,Taft,39.4,7.3,34.6,44.1,2012
3118,Tagana-An,43.7,9.2,37.0,50.3,2012
3119,Tagapul-An,49.5,8.0,43.0,56.0,2012
3120,Tagaytay,6.6,19.2,4.5,8.6,2012
3121,Tagbilaran,7.9,18.5,5.5,10.2,2012
3122,Tagbina,31.7,10.1,26.4,36.9,2012
3123,Tagkawayan,31.0,11.4,25.1,36.8,2012
3124,Tago,26.9,11.3,21.9,31.9,2012
3125,Tagoloan (LN),69.9,10.5,57.8,81.9,2012
3126,Tagoloan (MO),14.0,28.1,7.5,20.4,2012
3127,Tagoloan Ii,60.8,9.7,51.1,70.4,2012
3128,Tagudin,22.6,9.1,19.2,26.0,2012
3129,Taguig,2.4,23.5,1.5,3.3,2012
3130,Tagum,13.8,17.0,9.9,17.6,2012
3131,Talacogon,46.0,7.3,40.4,51.5,2012
3132,Talaingod,68.8,12.5,54.6,82.9,2012
3133,Talakag,62.4,6.2,56.0,68.8,2012
3134,Talalora,45.4,10.0,37.9,52.9,2012
3135,Talavera,17.4,7.1,15.4,19.4,2012
3136,Talayan,80.3,10.0,67.0,93.5,2012
3137,Talibon,36.4,7.4,31.9,40.8,2012
3138,Talipao,42.9,14.0,33.0,52.8,2012
3139,Talisay (BS),10.1,20.3,6.7,13.5,2012
3140,Talisay (CN),17.9,16.3,13.1,22.7,2012
3141,Talisay  (CU),10.7,16.4,7.8,13.5,2012
3142,Talisay (NO),10.4,21.9,6.6,14.1,2012
3143,Talisayan,29.0,15.2,21.8,36.2,2012
3144,Talitay,77.1,10.1,64.3,90.0,2012
3145,Talugtug,28.5,6.2,25.6,31.4,2012
3146,Talusan,59.6,10.3,49.5,69.7,2012
3147,Tambulig,34.3,8.8,29.4,39.3,2012
3148,Tampakan,37.3,11.7,30.1,44.4,2012
3149,Tamparan,68.3,8.2,59.1,77.5,2012
3150,Tampilisan,44.2,8.1,38.3,50.1,2012
3151,Tanauan (BS),5.9,16.2,4.3,7.4,2012
3152,Tanauan (LE),28.9,6.8,25.7,32.1,2012
3153,Tanay,10.2,23.7,6.2,14.2,2012
3154,Tandag,16.0,15.3,12.0,20.1,2012
3155,Tandubas,27.6,15.6,20.5,34.6,2012
3156,Tangalan,21.6,16.2,15.9,27.4,2012
3157,Tangcal,79.3,5.8,71.7,86.9,2012
3158,Tangub,39.3,8.4,33.9,44.8,2012
3159,Tanjay,22.7,10.3,18.9,26.6,2012
3160,Tantangan,35.4,13.0,27.8,43.0,2012
3161,Tanudan,40.7,17.4,29.1,52.3,2012
3162,Tanza,6.8,20.1,4.6,9.1,2012
3163,Tapaz,33.8,8.3,29.2,38.5,2012
3164,Tapul,43.6,10.9,35.8,51.4,2012
3165,Taraka,67.8,8.1,58.8,76.8,2012
3166,Tarangnan,47.5,6.5,42.4,52.6,2012
3167,Tarlac,8.5,9.1,7.2,9.8,2012
3168,Tarragona,56.9,9.7,47.8,66.0,2012
3169,Tayabas,9.6,22.0,6.1,13.0,2012
3170,Tayasan,41.2,6.7,36.7,45.8,2012
3171,Taysan,14.9,17.8,10.6,19.3,2012
3172,Taytay (PN),33.4,9.1,28.4,38.3,2012
3173,Taytay (RL),4.1,47.8,0.9,7.3,2012
3174,Tayug,6.7,21.3,4.4,9.1,2012
3175,Tayum,23.4,21.5,15.1,31.7,2012
3176,T'Boli,60.2,7.6,52.7,67.7,2012
3177,Teresa,5.4,36.2,2.2,8.6,2012
3178,Ternate,9.0,31.1,4.4,13.7,2012
3179,Tiaong,13.9,17.1,10.0,17.8,2012
3180,Tibiao,22.2,14.0,17.1,27.3,2012
3181,Tigaon,27.9,9.6,23.5,32.3,2012
3182,Tigbao,46.1,9.1,39.2,53.0,2012
3183,Tigbauan,19.1,10.6,15.8,22.5,2012
3184,Tinambac,47.4,5.2,43.4,51.4,2012
3185,Tineg,78.3,7.9,68.1,88.5,2012
3186,Tinglayan,26.4,18.0,18.6,34.2,2012
3187,Tingloy,31.6,17.1,22.7,40.5,2012
3188,Tinoc,53.5,13.1,41.9,65.0,2012
3189,Tipo-Tipo,35.1,16.8,25.4,44.8,2012
3190,Titay,33.2,7.9,28.9,37.6,2012
3191,Tiwi,27.4,8.6,23.5,31.3,2012
3192,Tobias Fornier,20.9,11.9,16.8,25.0,2012
3193,Toboso,31.4,18.5,21.8,40.9,2012
3194,Toledo,18.9,10.7,15.6,22.2,2012
3195,Tolosa,20.7,15.4,15.4,25.9,2012
3196,Tomas Oppus,42.2,5.9,38.1,46.3,2012
3197,Tongkil,44.0,13.6,34.1,53.9,2012
3198,Torrijos,17.3,12.7,13.7,20.9,2012
3199,Trece Martires,4.6,31.9,2.2,7.0,2012
3200,Trento,34.0,11.5,27.6,40.5,2012
3201,Trinidad,39.7,7.8,34.6,44.8,2012
3202,Tuao,17.9,11.5,14.5,21.3,2012
3203,Tuba,4.6,38.9,1.7,7.5,2012
3204,Tubajon,41.6,10.4,34.5,48.8,2012
3205,Tubao,17.0,18.4,11.9,22.1,2012
3206,Tubaran,51.7,10.4,42.9,60.6,2012
3207,Tubay,42.7,8.7,36.6,48.8,2012
3208,Tubigon,26.7,7.9,23.2,30.2,2012
3209,Tublay,11.7,31.8,5.6,17.8,2012
3210,Tubo,51.7,14.3,39.5,63.8,2012
3211,Tubod (LN),38.0,10.3,31.6,44.4,2012
3212,Tubod (SN),31.0,12.3,24.7,37.2,2012
3213,Tubungan,28.4,9.5,24.0,32.9,2012
3214,Tuburan (BA),43.5,13.7,33.6,53.3,2012
3215,Tuburan (CU),34.3,7.3,30.1,38.4,2012
3216,Tudela (CU),24.3,18.1,17.1,31.6,2012
3217,Tudela (MC),38.1,7.5,33.4,42.8,2012
3218,Tugaya,68.4,8.3,59.0,77.8,2012
3219,Tuguegarao,9.3,11.8,7.5,11.1,2012
3220,Tukuran,31.9,8.3,27.6,36.3,2012
3221,Tulunan,45.4,7.0,40.2,50.6,2012
3222,Tumauini,20.3,8.5,17.5,23.2,2012
3223,Tunga,22.8,15.5,17.0,28.6,2012
3224,Tungawan,56.1,6.6,50.0,62.2,2012
3225,Tupi,32.9,11.8,26.5,39.3,2012
3226,Turtle Islands,30.4,19.6,20.6,40.2,2012
3227,Tuy,19.8,17.0,14.2,25.3,2012
3228,Ubay,39.6,5.5,36.1,43.2,2012
3229,Umingan,21.6,9.8,18.2,25.1,2012
3230,Ungkaya Pukan,48.7,13.6,37.7,59.6,2012
3231,Unisan,23.9,13.3,18.7,29.1,2012
3232,Upi,66.4,13.3,51.8,80.9,2012
3233,Urbiztondo,13.0,14.4,9.9,16.1,2012
3234,Urdaneta,6.8,20.4,4.5,9.0,2012
3235,Uson,50.9,5.9,46.0,55.8,2012
3236,Uyugan,18.1,22.7,11.4,24.9,2012
3237,Valderrama,30.2,11.6,24.4,35.9,2012
3238,Valencia (BL),28.5,8.0,24.8,32.2,2012
3239,Valencia (BK),34.8,9.8,29.2,40.4,2012
3240,Valencia (NR),20.5,11.3,16.7,24.4,2012
3241,Valenzuela,2.3,23.1,1.4,3.2,2012
3242,Valladolid,10.7,21.4,6.9,14.4,2012
3243,Vallehermoso,38.0,10.6,31.4,44.7,2012
3244,Veruela,48.7,8.7,41.8,55.7,2012
3245,Victoria (LA),8.6,27.5,4.7,12.5,2012
3246,Victoria (NS),40.9,8.6,35.1,46.6,2012
3247,Victoria (OR),18.0,10.1,15.0,21.0,2012
3248,Victoria (TC),11.3,10.8,9.3,13.3,2012
3249,Victorias,15.6,19.7,10.5,20.7,2012
3250,Viga,39.4,6.3,35.3,43.5,2012
3251,Vigan,7.1,22.2,4.5,9.7,2012
3252,Villaba,44.8,5.9,40.4,49.1,2012
3253,Villanueva,20.2,24.4,12.1,28.3,2012
3254,Villareal,42.8,6.3,38.4,47.2,2012
3255,Villasis,14.4,19.1,9.9,18.9,2012
3256,Villaverde,9.6,22.3,6.1,13.1,2012
3257,Villaviciosa,39.2,17.6,27.8,50.5,2012
3258,Vincenzo A Sagun,46.2,7.9,40.2,52.2,2012
3259,Vintar,15.3,15.6,11.4,19.2,2012
3260,Vinzons,32.2,11.8,26.0,38.5,2012
3261,Virac,16.6,8.3,14.3,18.8,2012
3262,Wao,73.8,8.3,63.7,83.9,2012
3263,Zamboanga,12.6,11.3,10.2,15.0,2012
3264,Zamboanguita,32.2,11.6,26.0,38.4,2012
3265,Zaragoza,18.2,8.8,15.6,20.9,2012
3266,Zarraga,16.8,14.1,12.9,20.7,2012
3267,Zumarraga,49.5,7.2,43.6,55.4,2012
3268,Aborlan,21.6,11.8,17.4,25.7,2015
3269,Abra De Ilog,34.8,12.5,27.6,41.9,2015
3270,Abucay,14.5,20.5,9.6,19.4,2015
3271,Abulug,14.4,15.0,10.8,17.9,2015
3272,Abuyog,36.1,7.7,31.5,40.6,2015
3273,Adams,16.5,55.5,1.4,31.5,2015
3274,Agdangan,15.2,8.2,13.2,17.3,2015
3275,Aglipay,14.1,16.6,10.2,17.9,2015
3276,Agno,16.6,14.9,12.5,20.7,2015
3277,Agoncillo,11.8,10.6,9.7,13.8,2015
3278,Agoo,6.7,14.8,5.0,8.3,2015
3279,Aguilar,16.6,12.6,13.1,20.0,2015
3280,Aguinaldo,31.4,8.7,26.9,35.9,2015
3281,Agutaya,17.5,30.0,8.9,26.1,2015
3282,Ajuy,25.7,14.1,19.7,31.6,2015
3283,Akbar,52.1,19.9,35.1,69.1,2015
3284,Alabat,7.6,8.1,6.6,8.6,2015
3285,Alabel,44.7,7.0,39.5,49.8,2015
3286,Alamada,44.1,8.6,37.8,50.3,2015
3287,Alaminos (LA),2.7,20.2,1.8,3.6,2015
3288,Alaminos (PS),12.4,13.7,9.6,15.2,2015
3289,Alang-Alang,33.9,8.0,29.4,38.3,2015
3290,Al-Barka,52.5,14.1,40.3,64.7,2015
3291,Albuera,33.9,13.6,26.4,41.5,2015
3292,Alburquerque,16.3,19.1,11.2,21.4,2015
3293,Alcala (CG),13.6,14.3,10.4,16.8,2015
3294,Alcala (PS),12.4,16.6,9.0,15.7,2015
3295,Alcantara (CU),33.6,13.5,26.1,41.0,2015
3296,Alcantara (RN),30.3,14.4,23.1,37.4,2015
3297,Alcoy,32.7,13.5,25.5,40.0,2015
3298,Alegria (CU),40.5,11.3,33.0,48.0,2015
3299,Alegria (SN),36.2,10.8,29.8,42.6,2015
3300,Aleosan,50.9,5.7,46.1,55.6,2015
3301,Alfonso,4.8,12.4,3.8,5.7,2015
3302,Alfonso Castaneda,19.7,25.5,11.5,28.0,2015
3303,Alfonso Lista,20.8,10.1,17.4,24.3,2015
3304,Aliaga,16.4,13.0,12.9,19.9,2015
3305,Alicia (BL),35.4,10.7,29.2,41.6,2015
3306,Alicia (IA),12.4,11.4,10.1,14.7,2015
3307,Alicia (ZS),51.3,7.3,45.1,57.5,2015
3308,Alilem,18.5,18.9,12.8,24.3,2015
3309,Alimodian,26.1,11.3,21.2,30.9,2015
3310,Alitagtag,6.0,8.5,5.1,6.8,2015
3311,Allacapan,12.3,13.8,9.5,15.1,2015
3312,Allen,33.4,11.1,27.3,39.5,2015
3313,Almagro,39.8,10.3,33.0,46.5,2015
3314,Almeria,22.2,15.4,16.6,27.9,2015
3315,Aloguinsan,29.5,14.1,22.6,36.3,2015
3316,Aloran,34.4,11.3,28.0,40.9,2015
3317,Altavas,19.5,18.9,13.5,25.6,2015
3318,Alubijid,36.5,8.3,31.5,41.5,2015
3319,Amadeo,3.2,24.1,1.9,4.5,2015
3320,Amai Manabilang,53.7,15.9,39.6,67.8,2015
3321,Ambaguio,23.9,29.7,12.2,35.6,2015
3322,Amlan,27.2,15.7,20.1,34.2,2015
3323,Ampatuan,51.2,20.1,34.3,68.1,2015
3324,Amulung,17.5,10.1,14.6,20.4,2015
3325,Anahawan,36.6,11.3,29.8,43.4,2015
3326,Anao,10.5,21.1,6.8,14.1,2015
3327,Anda (BL),30.1,10.4,24.9,35.2,2015
3328,Anda (PS),11.5,19.3,7.9,15.2,2015
3329,Angadanan,18.3,10.0,15.3,21.2,2015
3330,Angat,7.6,18.7,5.2,9.9,2015
3331,Angeles,6.7,16.3,4.9,8.5,2015
3332,Angono,4.3,20.9,2.8,5.8,2015
3333,Anilao,25.5,15.1,19.2,31.9,2015
3334,Anini-Y,19.5,15.4,14.6,24.5,2015
3335,Antequera,18.4,16.7,13.4,23.5,2015
3336,Antipas,30.5,10.0,25.5,35.5,2015
3337,Antipolo,5.8,21.8,3.7,7.8,2015
3338,Apalit,7.1,23.3,4.4,9.7,2015
3339,Aparri,15.4,13.1,12.1,18.8,2015
3340,Araceli,21.2,15.8,15.7,26.7,2015
3341,Arakan,44.3,5.7,40.1,48.5,2015
3342,Arayat,9.5,15.8,7.0,11.9,2015
3343,Argao,25.3,8.3,21.8,28.7,2015
3344,Aringay,8.6,18.9,5.9,11.3,2015
3345,Aritao,16.5,15.6,12.3,20.7,2015
3346,Aroroy,41.8,5.6,37.9,45.7,2015
3347,Arteche,48.1,9.0,41.0,55.2,2015
3348,Asingan,9.4,15.7,7.0,11.8,2015
3349,Asipulo,44.9,7.6,39.3,50.4,2015
3350,Asturias,33.0,7.9,28.7,37.2,2015
3351,Asuncion,33.1,11.7,26.7,39.5,2015
3352,Atimonan,27.5,7.1,24.3,30.7,2015
3353,Atok,11.5,16.4,8.4,14.6,2015
3354,Aurora (IA),10.8,13.0,8.4,13.1,2015
3355,Aurora (ZR),34.6,7.9,30.1,39.1,2015
3356,Ayungon,52.4,5.3,47.8,57.0,2015
3357,Baao,35.7,7.3,31.4,40.0,2015
3358,Babatngon,37.3,10.8,30.6,43.9,2015
3359,Bacacay,26.9,9.8,22.6,31.2,2015
3360,Bacarra,7.5,16.4,5.5,9.5,2015
3361,Baclayon,15.8,13.9,12.2,19.4,2015
3362,Bacnotan,5.3,15.0,4.0,6.6,2015
3363,Baco,25.3,12.8,20.0,30.6,2015
3364,Bacolod (LN),34.2,9.4,28.9,39.5,2015
3365,Bacolod (NO),9.2,20.2,6.2,12.3,2015
3366,Bacolod-Kalawi,61.4,11.5,49.8,72.9,2015
3367,Bacolor,9.4,20.2,6.3,12.5,2015
3368,Bacong,25.7,11.4,20.9,30.5,2015
3369,Bacoor,4.9,13.8,3.8,6.0,2015
3370,Bacuag,35.8,12.6,28.4,43.2,2015
3371,Bacungan Leon B. Postigo,57.8,7.2,51.0,64.6,2015
3372,Badian,36.8,7.5,32.3,41.4,2015
3373,Badiangan,22.5,12.9,17.7,27.3,2015
3374,Badoc,10.7,17.9,7.5,13.9,2015
3375,Bagabag,8.7,21.8,5.6,11.8,2015
3376,Bagac,11.2,18.5,7.8,14.6,2015
3377,Bagamanoc,45.4,7.1,40.1,50.8,2015
3378,Baganga,33.7,13.2,26.4,41.0,2015
3379,Baggao,13.4,12.1,10.7,16.1,2015
3380,Bago,19.3,15.0,14.5,24.0,2015
3381,Baguio,2.5,14.7,1.9,3.1,2015
3382,Bagulin,13.0,20.1,8.7,17.2,2015
3383,Bagumbayan,40.2,8.2,34.8,45.6,2015
3384,Bais,39.7,6.3,35.6,43.9,2015
3385,Bakun,10.0,21.4,6.5,13.5,2015
3386,Balabac,50.4,10.8,41.5,59.4,2015
3387,Balabagan,59.7,10.7,49.2,70.3,2015
3388,Balagtas,6.9,29.1,3.6,10.3,2015
3389,Balamban,25.6,10.7,21.1,30.1,2015
3390,Balanga,9.5,15.1,7.1,11.8,2015
3391,Balangiga,39.7,11.5,32.2,47.1,2015
3392,Balangkayan,40.7,12.2,32.5,48.8,2015
3393,Balaoan,6.5,14.6,4.9,8.1,2015
3394,Balasan,24.2,13.2,18.9,29.4,2015
3395,Balatan,51.7,8.3,44.6,58.7,2015
3396,Balayan,6.5,10.2,5.4,7.5,2015
3397,Balbalan,26.4,9.5,22.3,30.5,2015
3398,Baleno,42.9,7.6,37.6,48.2,2015
3399,Baler,9.1,21.9,5.8,12.4,2015
3400,Balete (AK),23.8,19.6,16.2,31.5,2015
3401,Balete (BS),7.7,9.5,6.5,8.9,2015
3402,Baliangao,42.4,11.5,34.4,50.4,2015
3403,Baliguian,55.3,6.7,49.2,61.4,2015
3404,Balilihan,22.5,10.7,18.5,26.4,2015
3405,Balindong,61.4,8.2,53.1,69.7,2015
3406,Balingasag,35.8,8.4,30.8,40.7,2015
3407,Balingoan,32.6,9.5,27.5,37.7,2015
3408,Baliwag,5.4,17.9,3.8,6.9,2015
3409,Ballesteros,12.5,17.7,8.8,16.1,2015
3410,Baloi,40.1,10.5,33.2,47.1,2015
3411,Balud,42.3,7.2,37.2,47.3,2015
3412,Balungao,11.0,18.4,7.6,14.3,2015
3413,Bamban,12.6,23.6,7.7,17.4,2015
3414,Bambang,8.4,19.6,5.7,11.1,2015
3415,Banate,22.7,15.9,16.7,28.6,2015
3416,Banaue,37.7,6.3,33.8,41.6,2015
3417,Banaybanay,28.7,15.1,21.6,35.9,2015
3418,Banayoyo,12.0,18.3,8.4,15.6,2015
3419,Banga (AK),18.1,12.7,14.3,21.9,2015
3420,Banga (SC),34.4,8.3,29.7,39.1,2015
3421,Bangar,8.0,17.1,5.7,10.2,2015
3422,Bangued,10.3,12.0,8.2,12.3,2015
3423,Bangui,8.5,24.3,5.1,11.9,2015
3424,Bani,11.8,17.9,8.3,15.2,2015
3425,Banisilan,47.9,6.4,42.9,52.9,2015
3426,Banna,12.8,16.8,9.3,16.3,2015
3427,Bansalan,19.8,15.4,14.8,24.9,2015
3428,Bansud,26.6,15.9,19.7,33.6,2015
3429,Bantay,11.2,13.6,8.7,13.7,2015
3430,Bantayan Island,31.3,8.8,26.7,35.8,2015
3431,Banton,25.0,16.9,18.0,32.0,2015
3432,Baras (CT),42.6,8.5,36.7,48.6,2015
3433,Baras (RL),8.5,25.6,4.9,12.1,2015
3434,Barbaza,20.7,12.6,16.4,25.0,2015
3435,Barcelona,37.7,9.0,32.1,43.3,2015
3436,Barili,30.4,8.9,26.0,34.9,2015
3437,Barira,60.1,14.5,45.7,74.4,2015
3438,Barlig,18.0,14.3,13.8,22.3,2015
3439,Barobo,43.8,8.8,37.5,50.1,2015
3440,Barotac Nuevo,21.1,11.2,17.2,25.0,2015
3441,Barotac Viejo,24.2,12.2,19.3,29.1,2015
3442,Baroy,40.4,8.0,35.1,45.8,2015
3443,Barugo,39.3,7.3,34.6,44.1,2015
3444,Basay,53.3,7.5,46.7,59.9,2015
3445,Basco,14.4,18.6,10.0,18.8,2015
3446,Basey,36.6,9.3,31.0,42.2,2015
3447,Basilisa,42.0,7.3,37.0,47.0,2015
3448,Basista,17.6,16.5,12.8,22.4,2015
3449,Basud (CN),37.0,8.0,32.1,41.8,2015
3450,Batac,7.8,16.1,5.7,9.8,2015
3451,Batad,26.4,14.9,20.0,32.9,2015
3452,Batan,21.0,16.0,15.4,26.5,2015
3453,Batangas,4.6,8.0,4.0,5.2,2015
3454,Bataraza,40.3,9.7,33.9,46.8,2015
3455,Bato (CS),41.2,5.8,37.3,45.1,2015
3456,Bato (CT),34.1,10.1,28.5,39.8,2015
3457,Bato (LE),38.6,9.6,32.5,44.7,2015
3458,Batuan (BL),24.1,13.6,18.7,29.5,2015
3459,Batuan (MS),37.0,11.1,30.2,43.7,2015
3460,Bauan,3.3,12.6,2.6,3.9,2015
3461,Bauang,5.7,18.0,4.0,7.4,2015
3462,Bauko,24.5,8.8,21.0,28.1,2015
3463,Baungon,49.7,8.9,42.5,57.0,2015
3464,Bautista,14.1,16.8,10.2,18.0,2015
3465,Bay,2.7,14.7,2.1,3.4,2015
3466,Bayabas,41.1,13.2,32.2,50.0,2015
3467,Bayambang,13.9,8.9,11.9,15.9,2015
3468,Bayang,66.5,8.1,57.6,75.4,2015
3469,Bayawan,49.8,5.8,45.0,54.5,2015
3470,Baybay,30.8,7.8,26.8,34.7,2015
3471,Bayog,47.8,7.2,42.1,53.4,2015
3472,Bayombong,6.3,21.2,4.1,8.5,2015
3473,Bayugan,38.1,7.2,33.6,42.6,2015
3474,Belison,13.3,25.9,7.7,19.0,2015
3475,Benito Soliven,21.7,12.3,17.3,26.1,2015
3476,Besao,23.2,11.5,18.8,27.6,2015
3477,Bien Unido,50.4,6.7,44.8,55.9,2015
3478,Bilar,23.8,11.0,19.5,28.1,2015
