PCODE,Region,Province,Municipality_City,Prelim_2012,Pov_2012,SE_2012,CoV_2012,Con_90lower_2012,Con_90upper_2012,Pov_2009,SE_2009,CoV_2009,Pov_2006,SE_2006,CoV_2006
PH174002000,Region IV-B,Marinduque,Buenavista,FALSE,22.13,3.42,15.45413466,16.5041,27.7559,36.9,4.8,13.0,50.3,5.1,10.1
PH174003000,Region IV-B,Marinduque,Gasan,FALSE,16.18,2.16,13.34981459,12.6268,19.7332,30.7,3.8,12.4,39.4,4.7,12.0
PH174004000,Region IV-B,Marinduque,Mogpog,FALSE,10.52,1.61,15.30418251,7.87155,13.16845,26.8,3.0,11.1,31.8,3.5,10.9
PH174005000,Region IV-B,Marinduque,Santa Cruz,FALSE,12.66,1.63,12.87519747,9.97865,15.34135,30.6,2.6,8.5,40.9,4.2,10.4
PH174006000,Region IV-B,Marinduque,Torrijos,FALSE,17.31,2.19,12.65164645,13.70745,20.91255,35.2,4.2,12.0,50.0,3.9,7.9
PH175101000,Region IV-B,Occidental Mindoro,Abra de Ilog,FALSE,32.29,4.44,13.75038712,24.9862,39.5938,37.5,6.1,16.4,54.8,6.7,12.2
PH175102000,Region IV-B,Occidental Mindoro,Calintaan,FALSE,31.05,4.01,12.91465378,24.45355,37.64645,34.2,6.4,18.7,41.5,6.5,15.7
PH175103000,Region IV-B,Occidental Mindoro,Looc,FALSE,22.25,3.65,16.40449438,16.24575,28.25425,32.4,5.5,17.0,30.4,5.0,16.3
PH175104000,Region IV-B,Occidental Mindoro,Lubang,FALSE,14.75,2.6,17.62711864,10.473,19.027,23.8,3.7,15.7,18.3,4.1,22.3
PH175105000,Region IV-B,Occidental Mindoro,Magsaysay,FALSE,34.3,4.39,12.79883382,27.07845,41.52155,38.3,6.0,15.8,51.4,6.0,11.7
PH175106000,Region IV-B,Occidental Mindoro,Mamburao,FALSE,17.53,3.53,20.13690816,11.72315,23.33685,28.9,5.3,18.2,30.8,5.4,17.6
PH175107000,Region IV-B,Occidental Mindoro,Paluan,FALSE,29.58,4.33,14.6382691,22.45715,36.70285,38.0,6.0,15.6,58.7,5.1,8.7
PH175108000,Region IV-B,Occidental Mindoro,Rizal,FALSE,31.16,3.73,11.97047497,25.02415,37.29585,36.0,5.4,15.0,48.1,5.5,11.5
PH175109000,Region IV-B,Occidental Mindoro,Sablayan,FALSE,28.03,2.97,10.59579022,23.14435,32.91565,34.8,4.5,12.9,46.3,4.1,8.9
PH175110000,Region IV-B,Occidental Mindoro,San Jose,FALSE,21.19,2.42,11.42048136,17.2091,25.1709,29.8,3.0,10.2,30.1,3.6,12.1
PH175111000,Region IV-B,Occidental Mindoro,Santa Cruz,FALSE,35.2,4.44,12.61363636,27.8962,42.5038,38.1,6.1,16.0,50.8,6.2,12.2
PH175201000,Region IV-B,Oriental Mindoro,Baco,FALSE,22.76,2.51,11.02811951,18.63105,26.88895,44.5,3.9,8.8,57.2,4.1,7.2
PH175202000,Region IV-B,Oriental Mindoro,Bansud,FALSE,19.88,3.1,15.59356137,14.7805,24.9795,39.0,5.6,14.4,45.2,5.2,11.6
PH175203000,Region IV-B,Oriental Mindoro,Bongabong,FALSE,25.12,2.52,10.03184713,20.9746,29.2654,35.8,3.4,9.4,45.2,4.0,8.9
PH175204000,Region IV-B,Oriental Mindoro,Bulalacao,FALSE,39.97,3.57,8.931698774,34.09735,45.84265,51.5,6.3,12.3,71.3,5.6,7.9
PH175205000,Region IV-B,Oriental Mindoro,Calapan City,FALSE,7.11,1.47,20.67510549,4.69185,9.52815,23.0,2.4,10.4,21.6,3.1,14.3
PH175206000,Region IV-B,Oriental Mindoro,Gloria,FALSE,18.31,2.11,11.52375751,14.83905,21.78095,35.5,3.7,10.5,31.3,4.5,14.2
PH175207000,Region IV-B,Oriental Mindoro,Mansalay,FALSE,35.54,3.43,9.651097355,29.89765,41.18235,41.8,5.5,13.2,54.5,4.7,8.6
PH175208000,Region IV-B,Oriental Mindoro,Naujan,FALSE,20.49,1.9,9.272816008,17.3645,23.6155,38.4,3.2,8.3,43.2,2.6,6.0
PH175209000,Region IV-B,Oriental Mindoro,Pinamalayan,FALSE,17.02,1.91,11.22209166,13.87805,20.16195,31.7,3.1,9.7,33.0,3.1,9.3
PH175210000,Region IV-B,Oriental Mindoro,Pola,FALSE,29.16,3.02,10.35665295,24.1921,34.1279,37.9,4.5,11.7,41.9,4.3,10.3
PH175211000,Region IV-B,Oriental Mindoro,Puerto Galera,FALSE,11,2.13,19.36363636,7.49615,14.50385,23.9,4.2,17.4,35.4,6.0,17.0
PH175212000,Region IV-B,Oriental Mindoro,Roxas,FALSE,21.14,2.67,12.63008515,16.74785,25.53215,29.7,3.8,12.9,24.3,4.0,16.5
PH175213000,Region IV-B,Oriental Mindoro,San Teodoro,FALSE,14.82,3.14,21.18758435,9.6547,19.9853,33.6,5.3,15.8,40.8,6.2,15.2
PH175214000,Region IV-B,Oriental Mindoro,Socorro,FALSE,15.35,1.8,11.72638436,12.389,18.311,36.8,4.2,11.5,36.6,4.2,11.4
PH175215000,Region IV-B,Oriental Mindoro,Victoria,FALSE,18.03,1.83,10.14975042,15.01965,21.04035,35.2,3.4,9.6,34.4,3.6,10.5
PH175301000,Region IV-B,Palawan,Aborlan,FALSE,22.35,2.78,12.43847875,17.7769,26.9231,23.4,4.1,17.7,37.3,4.5,12.0
PH175302000,Region IV-B,Palawan,Agutaya,FALSE,33.36,6.29,18.85491607,23.01295,43.70705,36.1,8.6,23.9,42.8,8.1,19.0
PH175303000,Region IV-B,Palawan,Araceli,FALSE,27.72,3.59,12.95093795,21.81445,33.62555,35.1,5.8,16.5,43.9,6.2,14.1
PH175304000,Region IV-B,Palawan,Balabac,FALSE,38.07,5.06,13.29130549,29.7463,46.3937,44.2,8.0,18.0,52.4,7.5,14.3
PH175305000,Region IV-B,Palawan,Bataraza,FALSE,30.58,3.11,10.17004578,25.46405,35.69595,27.5,4.5,16.2,44.2,5.8,13.0
PH175306000,Region IV-B,Palawan,Brooke's Point,FALSE,26.95,2.89,10.72356215,22.19595,31.70405,26.7,3.7,13.7,36.1,4.6,12.8
PH175307000,Region IV-B,Palawan,Busuanga,FALSE,34.91,3.46,9.911200229,29.2183,40.6017,26.5,4.8,18.0,40.2,5.8,14.5
PH175308000,Region IV-B,Palawan,Cagayancillo,FALSE,22.54,4.65,20.62999113,14.89075,30.18925,36.6,7.7,21.1,74.5,7.3,9.8
PH175309000,Region IV-B,Palawan,Coron,FALSE,23.45,2.6,11.08742004,19.173,27.727,28.4,4.6,16.1,33.2,4.9,14.7
PH175310000,Region IV-B,Palawan,Cuyo,FALSE,13.84,2.52,18.20809249,9.6946,17.9854,20.4,3.5,17.2,28.8,3.9,13.5
PH175311000,Region IV-B,Palawan,Dumaran,FALSE,30.8,3.21,10.42207792,25.51955,36.08045,41.6,5.7,13.8,62.2,6.1,9.8
PH175312000,Region IV-B,Palawan,El Nido,FALSE,27.08,3.41,12.59231905,21.47055,32.68945,29.7,5.0,16.9,47.3,5.5,11.7
PH175313000,Region IV-B,Palawan,Linapacan,FALSE,39.55,4.87,12.31352718,31.53885,47.56115,18.1,5.3,29.5,63.4,7.5,11.9
PH175314000,Region IV-B,Palawan,Magsaysay,FALSE,15.91,2.96,18.60465116,11.0408,20.7792,17.6,3.6,20.6,34.8,5.6,16.1
PH175315000,Region IV-B,Palawan,Narra,FALSE,20.58,2.61,12.68221574,16.28655,24.87345,21.4,3.8,17.5,27.5,4.2,15.1
PH175316000,Region IV-B,Palawan,Puerto Princesa City,FALSE,7.79,1.44,18.48523748,5.4212,10.1588,15.5,2.2,14.2,9.2,1.9,21.2
PH175317000,Region IV-B,Palawan,Quezon,FALSE,36,4.1,11.38888889,29.2555,42.7445,34.0,5.6,16.5,25.4,5.1,20.3
PH175318000,Region IV-B,Palawan,Roxas,FALSE,20.99,2.48,11.81515007,16.9104,25.0696,24.9,3.4,13.6,29.4,3.5,11.7
PH175319000,Region IV-B,Palawan,San Vicente,FALSE,30.12,4.48,14.87383798,22.7504,37.4896,25.6,4.7,18.2,38.4,6.2,16.1
PH175320000,Region IV-B,Palawan,Taytay,FALSE,33.35,3.02,9.055472264,28.3821,38.3179,35.1,4.1,11.6,54.5,4.4,8.0
PH175322000,Region IV-B,Palawan,Culion,FALSE,23.61,3.59,15.20542143,17.70445,29.51555,28.5,4.7,16.3,40.8,6.0,14.8
PH175323000,Region IV-B,Palawan,Rizal,FALSE,36.74,4.78,13.01034295,28.8769,44.6031,32.7,5.9,18.2,43.7,6.1,13.9
PH175324000,Region IV-B,Palawan,Sofronio Espanola,FALSE,32.93,3.93,11.93440632,26.46515,39.39485,30.1,6.0,19.8,42.0,5.8,13.8
PH175901000,Region IV-B,Romblon,Alcantara,FALSE,35.39,4.13,11.66996327,28.59615,42.18385,37.3,6.5,17.4,32.8,5.2,15.8
PH175902000,Region IV-B,Romblon,Banton,FALSE,30.65,4,13.05057096,24.07,37.23,38.0,5.9,15.6,42.4,4.8,11.2
PH175903000,Region IV-B,Romblon,Cajidiocan,FALSE,38.13,4.39,11.51324416,30.90845,45.35155,50.4,6.5,12.8,47.4,5.6,11.8
PH175904000,Region IV-B,Romblon,Calatrava,FALSE,35.46,4.96,13.98759165,27.3008,43.6192,47.4,8.1,17.2,47.3,6.3,13.4
PH175905000,Region IV-B,Romblon,Concepcion,FALSE,27.92,4.41,15.79512894,20.66555,35.17445,41.9,4.9,11.6,40.3,5.9,14.6
PH175906000,Region IV-B,Romblon,Corcuera,FALSE,47.42,4.79,10.10122311,39.54045,55.29955,46.6,6.1,13.0,60.4,6.2,10.2
PH175907000,Region IV-B,Romblon,Looc,FALSE,27.63,3.59,12.99312342,21.72445,33.53555,48.8,6.3,12.9,33.3,4.5,13.6
PH175908000,Region IV-B,Romblon,Magdiwang,FALSE,37.54,4.79,12.75972296,29.66045,45.41955,45.9,6.7,14.5,48.8,5.7,11.6
PH175909000,Region IV-B,Romblon,Odiongan,FALSE,15.35,2.91,18.95765472,10.56305,20.13695,35.9,4.5,12.6,27.6,3.4,12.2
PH175910000,Region IV-B,Romblon,Romblon,FALSE,26.89,3.34,12.42097434,21.3957,32.3843,39.2,5.4,13.8,51.4,7.6,14.8
PH175911000,Region IV-B,Romblon,San Agustin,FALSE,33.37,4.01,12.01678154,26.77355,39.96645,43.5,6.1,14.0,42.5,5.2,12.2
PH175912000,Region IV-B,Romblon,San Andres,FALSE,30.91,3.85,12.45551601,24.57675,37.24325,45.5,6.7,14.7,45.1,5.5,12.2
PH175913000,Region IV-B,Romblon,San Fernando,FALSE,35.41,4.61,13.01892121,27.82655,42.99345,47.4,6.9,14.5,53.1,6.0,11.2
PH175914000,Region IV-B,Romblon,San Jose,FALSE,41.03,5.95,14.50158421,31.24225,50.81775,50.5,8.4,16.6,65.8,6.8,10.4
PH175915000,Region IV-B,Romblon,Santa Fe,FALSE,36.99,4.1,11.08407678,30.2455,43.7345,50.1,6.4,12.7,53.5,5.0,9.3
PH175916000,Region IV-B,Romblon,Ferrol,FALSE,30.67,4.94,16.1069449,22.5437,38.7963,45.7,7.6,16.6,42.9,7.1,16.5
PH175917000,Region IV-B,Romblon,Santa Maria,FALSE,26.74,5.42,20.26925954,17.8241,35.6559,45.7,8.0,17.5,48.8,6.9,14.2
PH050501000,Region V,Albay,Bacacay,FALSE,29.69,2.14,7.207814079,26.1697,33.2103,40.1,2.4,6.0,40.3,3.0,7.4
PH050502000,Region V,Albay,Camalig,FALSE,29.31,2.17,7.403616513,25.74035,32.87965,38.7,2.2,5.8,42.1,2.6,6.2
PH050503000,Region V,Albay,Daraga (Locsin),FALSE,17.88,1.7,9.507829978,15.0835,20.6765,29.7,2.0,6.7,29.4,2.7,9.1
PH050504000,Region V,Albay,Guinobatan,FALSE,26.85,1.93,7.188081937,23.67515,30.02485,37.2,2.2,5.9,39.1,2.5,6.4
PH050505000,Region V,Albay,Jovellar,FALSE,46.25,3.26,7.048648649,40.8873,51.6127,52.7,3.7,7.1,58.3,3.8,6.6
PH050506000,Region V,Albay,Legazpi City,FALSE,17.32,1.58,9.122401848,14.7209,19.9191,30.7,2.1,6.7,26.2,3.2,12.3
PH050507000,Region V,Albay,Libon,FALSE,37.47,2.14,5.711235655,33.9497,40.9903,48.3,2.7,5.6,55.8,3.1,5.6
PH050508000,Region V,Albay,Ligao City,FALSE,29.1,1.79,6.151202749,26.15545,32.04455,40.5,2.2,5.3,45.9,3.0,6.5
PH050509000,Region V,Albay,Malilipot,FALSE,22.25,2.73,12.26966292,17.75915,26.74085,37.3,3.4,9.0,34.9,4.1,11.7
PH050510000,Region V,Albay,Malinao,FALSE,32.9,2.39,7.26443769,28.96845,36.83155,40.2,2.8,7.0,47.3,3.2,6.8
PH050511000,Region V,Albay,Manito,FALSE,38.97,3.39,8.69899923,33.39345,44.54655,45.4,4.1,9.1,49.0,4.1,8.3
PH050512000,Region V,Albay,Oas,FALSE,36.3,2.08,5.730027548,32.8784,39.7216,42.9,2.2,5.1,48.4,2.8,5.7
PH050513000,Region V,Albay,Pio Duran,FALSE,45.1,2.67,5.920177384,40.70785,49.49215,51.3,3.0,5.8,57.7,3.6,6.2
PH050514000,Region V,Albay,Polangui,FALSE,26.7,1.87,7.003745318,23.62385,29.77615,37.8,2.4,6.2,39.2,2.8,7.0
PH050515000,Region V,Albay,Rapu-Rapu,FALSE,50.27,2.73,5.430674358,45.77915,54.76085,58.6,3.2,5.5,53.5,3.7,6.9
PH050516000,Region V,Albay,Santo Domingo,FALSE,25.45,2.63,10.33398821,21.12365,29.77635,34.2,2.8,8.3,32.1,3.3,10.3
PH050517000,Region V,Albay,Tabacco City,FALSE,23.78,1.76,7.40117746,20.8848,26.6752,35.1,2.3,6.5,33.3,3.4,10.2
PH050518000,Region V,Albay,Tiwi,FALSE,27.41,2.37,8.646479387,23.51135,31.30865,37.9,2.9,7.6,38.1,3.5,9.3
PH051601000,Region V,Camarines Norte,Basud,FALSE,25.12,3.1,12.34076433,20.0205,30.2195,38.3,2.8,7.4,36.9,3.7,10.0
PH051602000,Region V,Camarines Norte,Capalonga,FALSE,40.89,4.76,11.64098802,33.0598,48.7202,48.2,3.3,6.8,48.4,4.3,8.9
PH051603000,Region V,Camarines Norte,Daet,FALSE,11.4,1.94,17.01754386,8.2087,14.5913,21.0,2.1,9.9,16.6,2.8,17.0
PH051604000,Region V,Camarines Norte,San Lorenzo Ruiz,FALSE,23.7,4.47,18.86075949,16.34685,31.05315,45.4,5.1,11.3,43.4,6.0,13.7
PH051605000,Region V,Camarines Norte,Jose Panganiban,FALSE,23.48,3.15,13.41567291,18.29825,28.66175,37.3,3.0,7.9,32.9,3.3,9.9
PH051606000,Region V,Camarines Norte,Labo,FALSE,29.88,3.3,11.04417671,24.4515,35.3085,36.5,2.1,5.8,34.9,2.3,6.5
PH051607000,Region V,Camarines Norte,Mercedes,FALSE,27.85,3.17,11.38240575,22.63535,33.06465,43.4,3.0,7.0,42.4,3.7,8.8
PH051608000,Region V,Camarines Norte,Paracale,FALSE,24,3.53,14.70833333,18.19315,29.80685,35.6,2.8,7.8,36.2,3.2,8.9
PH051609000,Region V,Camarines Norte,San Vicente,FALSE,21.63,3.64,16.82847896,15.6422,27.6178,34.7,4.3,12.4,35.3,5.4,15.2
PH051610000,Region V,Camarines Norte,Santa Elena,FALSE,30.37,4.34,14.29041818,23.2307,37.5093,43.1,3.7,8.7,50.3,5.2,10.3
PH051611000,Region V,Camarines Norte,Talisay,FALSE,17.88,2.91,16.27516779,13.09305,22.66695,28.6,3.1,10.9,32.1,4.2,13.2
PH051612000,Region V,Camarines Norte,Vinzons,FALSE,32.22,3.79,11.7628802,25.98545,38.45455,42.1,3.4,8.1,42.9,4.2,9.7
PH051701000,Region V,Camarines Sur,Baao,FALSE,26.83,2.6,9.690644801,22.553,31.107,37.4,3.4,,40.1,3.5,8.7
PH051702000,Region V,Camarines Sur,Balatan,FALSE,51.5,3.06,5.941747573,46.4663,56.5337,50.0,4.1,8.1,50.6,5.1,10.1
PH051703000,Region V,Camarines Sur,Bato,FALSE,40.3,2.55,6.327543424,36.10525,44.49475,40.1,2.9,7.1,38.9,3.8,9.8
PH051704000,Region V,Camarines Sur,Bombon,FALSE,27.17,4.52,16.63599558,19.7346,34.6054,35.1,5.1,14.4,35.4,5.9,16.8
PH051705000,Region V,Camarines Sur,Buhi,FALSE,34.07,2.09,6.134429117,30.63195,37.50805,44.0,2.7,6.2,41.0,2.9,7.1
PH051706000,Region V,Camarines Sur,Bulaa,FALSE,41.29,2.2,5.328166626,37.671,44.909,46.0,3.2,6.9,46.0,3.6,7.7
PH051707000,Region V,Camarines Sur,Cabusao,FALSE,33.59,3.48,10.36022626,27.8654,39.3146,46.1,5.6,12.0,43.8,5.7,13.0
PH051708000,Region V,Camarines Sur,Calabanga,FALSE,33.38,2,5.991611744,30.09,36.67,42.7,2.6,6.1,38.8,2.8,7.3
PH051709000,Region V,Camarines Sur,Camaligan,FALSE,18.45,3.03,16.42276423,13.46565,23.43435,29.4,4.0,13.5,22.6,4.3,19.2
PH051710000,Region V,Camarines Sur,Canaman,FALSE,24.21,2.16,8.921933086,20.6568,27.7632,32.4,2.8,8.5,27.3,3.0,10.9
PH051711000,Region V,Camarines Sur,Caramoan,FALSE,46.23,2.29,4.953493403,42.46295,49.99705,53.5,2.9,5.4,51.7,2.9,5.6
PH051712000,Region V,Camarines Sur,Del Gallego,FALSE,37.49,2.64,7.041877834,33.1472,41.8328,52.4,3.4,6.6,51.6,4.3,8.2
PH051713000,Region V,Camarines Sur,Gainza,FALSE,33.81,4.4,13.01390121,26.572,41.048,46.0,6.2,13.5,41.3,6.0,14.5
PH051714000,Region V,Camarines Sur,Garchitorena,FALSE,56.06,2.98,5.315733143,51.1579,60.9621,59.0,3.2,5.4,58.4,5.1,8.7
PH051715000,Region V,Camarines Sur,Goa,FALSE,27.47,2.27,8.263560248,23.73585,31.20415,41.2,2.8,6.8,33.9,3.4,10.1
PH051716000,Region V,Camarines Sur,Iriga City,FALSE,23.01,1.85,8.039982616,19.96675,26.05325,31.5,2.5,7.8,25.8,2.7,10.4
PH051717000,Region V,Camarines Sur,Lagonoy,FALSE,37.56,2.15,5.724174654,34.02325,41.09675,46.7,3.1,6.6,37.8,3.1,8.1
PH051718000,Region V,Camarines Sur,Libmanan,FALSE,38,1.71,4.5,35.18705,40.81295,46.9,2.7,5.7,51.1,2.6,5.1
PH051719000,Region V,Camarines Sur,Lupi,FALSE,36.97,2.28,6.167162564,33.2194,40.7206,49.9,3.4,6.7,57.5,3.7,6.4
PH051720000,Region V,Camarines Sur,Magarao,FALSE,27.83,3.03,10.88753144,22.84565,32.81435,40.3,4.7,11.7,32.7,3.7,11.3
PH051721000,Region V,Camarines Sur,Milaor,FALSE,27.13,2.46,9.067453004,23.0833,31.1767,36.6,3.3,8.9,36.9,3.5,9.6
PH051722000,Region V,Camarines Sur,Minalabac,FALSE,40.05,3.12,7.790262172,34.9176,45.1824,48.4,3.6,7.4,51.5,4.0,7.7
PH051723000,Region V,Camarines Sur,Nabua,FALSE,29.47,1.79,6.073973532,26.52545,32.41455,35.5,3.0,8.6,31.9,3.1,9.7
PH051724000,Region V,Camarines Sur,Naga City,FALSE,15.69,1.84,11.72721479,12.6632,18.7168,24.4,2.4,9.8,16.6,2.6,15.3
PH051725000,Region V,Camarines Sur,Ocampo,FALSE,31.47,2.83,8.992691452,26.81465,36.12535,43.8,3.1,7.1,51.1,3.6,7.1
PH051726000,Region V,Camarines Sur,Pamplona,FALSE,32.91,3.08,9.35885749,27.8434,37.9766,46.7,3.8,8.1,48.1,4.4,9.2
PH051727000,Region V,Camarines Sur,Pasacao,FALSE,44.55,3.07,6.891133558,39.49985,49.60015,48.7,4.7,9.6,50.0,4.8,9.6
PH051728000,Region V,Camarines Sur,Pili,FALSE,24.64,1.94,7.873376623,21.4487,27.8313,33.1,2.4,7.4,34.0,3.3,9.8
PH051729000,Region V,Camarines Sur,Presentacion,FALSE,48.81,3.91,8.010653555,42.37805,55.24195,50.2,4.6,9.1,52.8,5.6,10.6
PH051730000,Region V,Camarines Sur,Ragay,FALSE,37.42,2.12,5.665419562,33.9326,40.9074,46.4,3.1,6.6,47.6,3.4,7.2
PH051731000,Region V,Camarines Sur,Sagnay,FALSE,37.28,2.39,6.410944206,33.34845,41.21155,51.8,3.6,7.0,48.3,3.9,8.2
PH051732000,Region V,Camarines Sur,San Fernando,FALSE,34.94,2.96,8.471665713,30.0708,39.8092,41.6,3.1,7.6,40.0,3.7,9.3
PH051733000,Region V,Camarines Sur,San Jose,FALSE,29.18,2.34,8.019191227,25.3307,33.0293,39.1,3.2,8.1,35.2,3.3,9.4
PH051734000,Region V,Camarines Sur,Sipocot,FALSE,33.62,2.03,6.038072576,30.28065,36.95935,43.8,2.7,6.2,44.0,2.6,5.9
PH051735000,Region V,Camarines Sur,Siruma,FALSE,58.06,3.47,5.976575956,52.35185,63.76815,58.1,4.0,6.8,56.3,4.4,7.8
PH051736000,Region V,Camarines Sur,Tigaon,FALSE,27.93,2.67,9.559613319,23.53785,32.32215,41.9,2.9,6.9,39.3,3.9,10.0
PH051737000,Region V,Camarines Sur,Tinambac,FALSE,47.4,2.45,5.168776371,43.36975,51.43025,53.2,3.3,6.3,51.3,3.3,6.4
PH052001000,Region V,Catanduanes,Bagamanoc,FALSE,37.44,2.67,7.131410256,33.04785,41.83215,38.0,4.0,10.4,38.8,4.0,10.2
PH052002000,Region V,Catanduanes,Baras,FALSE,31.95,2.45,7.668231612,27.91975,35.98025,39.0,2.7,7.0,48.2,4.4,9.1
PH052003000,Region V,Catanduanes,Bato,FALSE,23.54,2.2,9.345794393,19.921,27.159,30.9,2.7,8.6,33.1,3.8,11.3
PH052004000,Region V,Catanduanes,Caramoran,FALSE,40.75,2.76,6.773006135,36.2098,45.2902,49.7,3.9,7.8,48.4,3.8,7.9
PH052005000,Region V,Catanduanes,Gigmoto,FALSE,32.8,3.81,11.61585366,26.53255,39.06745,41.5,4.2,10.0,44.2,5.1,11.5
PH052006000,Region V,Catanduanes,Pandan,FALSE,43.69,2.81,6.431677729,39.06755,48.31245,45.0,3.2,7.1,45.9,3.6,7.9
PH052007000,Region V,Catanduanes,Panganiban,FALSE,31.43,2.97,9.449570474,26.54435,36.31565,35.0,3.9,11.3,38.8,3.6,9.1
PH052008000,Region V,Catanduanes,San Andres,FALSE,29.93,2.09,6.982960241,26.49195,33.36805,36.6,2.6,7.1,39.2,3.5,8.8
PH052009000,Region V,Catanduanes,San Miguel,FALSE,32.13,2.92,9.088079676,27.3266,36.9334,36.5,2.9,7.9,52.2,4.4,8.4
PH052010000,Region V,Catanduanes,Viga,FALSE,39.4,2.49,6.319796954,35.30395,43.49605,41.2,2.8,6.7,40.3,3.3,8.1
PH052011000,Region V,Catanduanes,Virac,FALSE,16.55,1.38,8.33836858,14.2799,18.8201,22.7,1.5,6.4,19.9,2.2,11.1
PH054101000,Region V,Masbate,Aroroy,FALSE,43.25,2.44,5.641618497,39.2362,47.2638,45.5,3.2,7.0,49.0,3.2,6.6
PH054102000,Region V,Masbate,Baleno,FALSE,43.22,2.83,6.547894493,38.56465,47.87535,39.7,3.5,8.7,41.2,4.1,10.1
PH054103000,Region V,Masbate,Balud,FALSE,46.68,3.13,6.705227078,41.53115,51.82885,43.1,3.7,8.7,55.1,3.9,7.1
PH054104000,Region V,Masbate,Batuan,FALSE,46.07,3.76,8.16149338,39.8848,52.2552,37.0,4.2,11.4,34.5,4.2,12.2
PH054105000,Region V,Masbate,Cataingan,FALSE,40.87,2.76,6.753119648,36.3298,45.4102,41.5,2.8,6.6,52.5,3.7,7.1
PH054106000,Region V,Masbate,Cawayan,FALSE,49.25,2.62,5.319796954,44.9401,53.5599,47.6,3.2,6.7,50.9,3.5,6.8
PH054107000,Region V,Masbate,Claveria,FALSE,52.36,3.1,5.920550038,47.2605,57.4595,46.7,4.1,8.8,47.9,3.5,7.2
PH054108000,Region V,Masbate,Dimasalang,FALSE,49.17,3.26,6.630058979,43.8073,54.5327,41.3,3.3,7.9,46.0,4.1,9.0
PH054109000,Region V,Masbate,Esperanza,FALSE,44.24,3.29,7.436708861,38.82795,49.65205,45.5,3.5,7.6,49.9,4.1,8.2
PH054110000,Region V,Masbate,Mandaon,FALSE,44.69,2.64,5.907361826,40.3472,49.0328,41.1,3.3,8.1,52.3,4.0,7.7
PH054111000,Region V,Masbate,Masbate City,FALSE,22.18,2.11,9.513074842,18.70905,25.65095,28.9,2.3,8.0,29.1,3.1,10.5
PH054112000,Region V,Masbate,Milagros,FALSE,49.57,2.61,5.26528142,45.27655,53.86345,45.3,3.2,7.0,52.1,3.4,6.5
PH054113000,Region V,Masbate,Mobo,FALSE,43.5,2.21,5.08045977,39.86455,47.13545,37.4,3.0,8.0,45.8,3.6,7.9
PH054114000,Region V,Masbate,Monreal,FALSE,57.86,4.2,7.258900795,50.951,64.769,44.7,4.2,9.4,54.9,5.0,9.0
PH054115000,Region V,Masbate,Palanas,FALSE,44.98,2.94,6.536238328,40.1437,49.8163,40.4,3.2,8.0,53.0,4.1,7.8
PH054116000,Region V,Masbate,Pio V. Corpuz,FALSE,40.73,3.18,7.80751289,35.4989,45.9611,43.8,3.8,8.6,40.5,4.6,11.5
PH054117000,Region V,Masbate,Placer,FALSE,47.65,2.83,5.939139559,42.99465,52.30535,47.0,3.2,6.8,59.0,3.8,6.5
PH054118000,Region V,Masbate,San Fernando,FALSE,40.51,2.83,6.9859294,35.85465,45.16535,38.1,3.0,7.9,34.6,3.4,9.7
PH054119000,Region V,Masbate,San Jacinto,FALSE,38.78,2.96,7.632800413,33.9108,43.6492,39.1,3.7,9.5,39.6,4.1,10.4
PH054120000,Region V,Masbate,San Pascual,FALSE,52.8,3.35,6.34469697,47.28925,58.31075,52.7,3.4,6.5,61.7,4.4,7.1
PH054121000,Region V,Masbate,Uson,FALSE,50.9,2.99,5.874263261,45.98145,55.81855,42.9,2.9,6.8,54.5,4.0,7.4
n/a,Region V,Sorsogon,Bacon,n/a,,,,,,36.2,2.7,7.5,35.4,3.1,8.6
PH056202000,Region V,Sorsogon,Barcelona,FALSE,29.39,2.28,7.757740728,25.6394,33.1406,39.1,3.1,7.9,37.2,3.3,8.8
PH056203000,Region V,Sorsogon,Bulan,FALSE,32.66,1.73,5.296999388,29.81415,35.50585,38.8,2.6,6.6,40.7,2.5,6.2
PH056204000,Region V,Sorsogon,Bulusan,FALSE,30.8,2.28,7.402597403,27.0494,34.5506,32.9,2.6,8.0,35.3,3.6,10.2
PH056205000,Region V,Sorsogon,Casiguran,FALSE,28.71,2.38,8.289794497,24.7949,32.6251,38.9,3.1,7.9,41.8,3.2,7.6
PH056206000,Region V,Sorsogon,Castilla,FALSE,42.23,2.74,6.488278475,37.7227,46.7373,44.4,3.0,6.8,52.9,3.9,7.4
PH056207000,Region V,Sorsogon,Donsol,FALSE,44.13,2.46,5.574439157,40.0833,48.1767,47.3,3.1,6.6,54.6,3.1,5.6
PH056208000,Region V,Sorsogon,Gubat,FALSE,25.6,1.93,7.5390625,22.42515,28.77485,33.6,2.4,7.2,31.7,2.5,7.9
PH056209000,Region V,Sorsogon,Irosin,FALSE,28.45,2.33,8.189806678,24.61715,32.28285,34.2,2.7,7.9,33.4,3.4,10.2
PH056210000,Region V,Sorsogon,Juban,FALSE,37.31,2.54,6.80782632,33.1317,41.4883,41.6,3.3,8.0,44.1,3.9,8.8
PH056211000,Region V,Sorsogon,Magallanes,FALSE,44.12,2.5,5.666364461,40.0075,48.2325,44.6,3.5,7.8,53.4,3.5,6.6
